warehouse_id,date,inbound_volume,outbound_volume,throughput,avg_processing_time_minutes,delays_count,efficiency_score,staff_count,overtime_hours,error_rate,returns_received
WH-18,2025-02-21,193,258,258,42.27,3,74.7,85,35.1,4.45,34
WH-15,2024-10-29,100,672,672,21.06,1,70.05,48,18.7,4.08,29
WH-13,2025-10-15,208,360,360,37.32,16,70.22,42,15.6,2.86,24
WH-09,2024-04-25,167,611,611,10.74,4,75.61,72,19.7,2.34,45
WH-19,2025-02-21,70,748,748,34.62,10,87.02,99,7.9,1.62,31
WH-15,2024-09-06,144,223,223,20.02,8,90.78,12,93.5,0.47,1
WH-01,2026-01-21,183,173,173,38.09,8,86.49,52,48.2,3.29,9
WH-18,2026-04-01,61,338,338,23.77,2,,22,39.7,0.81,31
WH-04,2024-10-12,284,350,350,23.58,15,89.05,24,8.4,1.95,31
WH-05,2024-07-18,189,211,211,33.62,4,97.63,41,42.5,4.57,21
WH-13,2024-06-06,348,517,517,18.03,10,91.36,68,3.7,0.78,32
WH-13,2024-05-23,269,768,768,44.27,7,75.01,13,64.9,4.34,12
WH-03,2024-04-30,229,622,622,29.5,19,71.15,17,8.4,2.48,26
WH-04,2025-03-25,168,453,453,37.83,19,73.48,83,81.5,2.14,45
WH-04,2026-04-04,83,308,308,24.06,17,74.92,46,21.6,4.43,29
WH-07,2025-04-17,64,337,1685,27.52,4,95.21,61,75.2,0.95,39
WH-06,2024-09-18,272,100,100,32.8,13,80.19,77,4.1,4.85,32
WH-01,2025-11-06,163,410,410,41.3,8,70.51,30,68.7,1.08,42
WH-18,2024-09-28,383,130,130,21.63,1,85.83,100,16.5,4.11,49
WH-01,2025-02-17,388,135,135,22.07,17,96.08,91,39.2,0.61,40
WH-13,2024-04-21,90,588,588,23.49,10,79.25,37,80.6,0.2,45
WH-15,2026-03-06,88,795,795,14.06,19,87.11,83,40.3,2.33,38
WH-15,2026-03-23,133,222,222,22.67,13,73.74,48,69.9,1.29,11
WH-18,2024-10-18,72,589,589,30.4,8,83.03,64,81.3,2.77,12
WH-17,2025-05-11,51,101,101,24.69,2,80.04,14,85.6,3.54,35
WH-15,2025-05-16,319,471,471,14.35,2,92.19,42,90.8,2.02,17
WH-17,2025-04-25,149,610,610,29.06,2,83.89,46,19.1,0.66,24
WH-18,2024-10-03,142,186,186,35.12,5,71.57,52,87.1,3.29,50
WH-19,2026-01-05,50,466,466,20.29,2,77.17,12,0.8,2.04,30
WH-14,2025-08-09,276,447,447,19.37,2,82.48,71,35.9,0.76,38
WH-04,2024-04-20,273,112,112,37.1,20,,81,52.5,0.35,7
WH-01,2025-12-17,138,162,162,28.81,14,74.96,65,51.0,1.11,47
WH-18,2025-02-12,254,344,344,26.35,18,84.1,50,7.1,1.26,43
WH-07,2025-11-09,291,219,219,18.81,6,80.04,60,83.7,3.92,26
WH-04,2025-11-01,295,134,134,38.58,15,70.3,93,97.6,4.27,24
WH-11,2025-01-31,212,463,463,42.45,15,87.88,48,5.2,4.82,31
WH-02,2025-08-31,116,671,671,35.59,19,,68,70.2,2.2,14
WH-12,2026-02-26,382,432,432,17.08,12,72.72,63,58.2,2.97,9
WH-16,2025-01-25,185,787,787,29.52,18,72.99,57,56.9,2.0,14
WH-07,2024-05-06,156,129,129,22.42,11,93.09,95,56.3,3.43,2
WH-19,2024-10-01,398,697,697,30.39,5,76.29,74,25.7,1.72,23
WH-14,2025-10-27,87,619,619,40.51,8,81.01,41,98.4,0.4,30
WH-08,2025-01-31,360,788,788,38.54,15,92.4,96,2.6,0.75,10
WH-18,2025-10-13,114,480,480,31.17,10,97.26,11,96.2,3.93,47
WH-16,2024-09-06,61,758,758,36.66,15,82.61,21,53.5,3.28,19
WH-18,2024-05-06,50,719,719,13.36,8,90.67,12,84.4,1.11,29
WH-06,2025-09-14,260,770,770,20.34,9,,22,90.2,0.28,16
WH-17,2025-04-02,269,274,274,12.63,17,70.51,20,65.3,2.86,31
WH-13,2026-03-06,312,400,400,28.13,3,76.38,75,45.2,4.84,33
WH-12,2025-08-21,357,296,296,23.6,1,,72,82.5,3.31,45
WH-05,2025-04-23,350,746,746,12.09,9,70.05,11,71.0,2.68,16
WH-17,2025-01-08,187,314,314,34.17,19,86.52,94,75.0,1.33,5
WH-19,2024-12-02,64,679,679,24.5,12,98.0,65,39.8,0.78,49
WH-19,2025-09-24,258,436,436,36.35,3,97.56,86,8.7,2.41,6
WH-01,2026-03-05,191,582,582,13.61,13,78.61,77,95.2,1.35,36
WH-10,2024-06-07,355,244,244,27.42,9,84.68,10,97.7,1.58,22
WH-03,2024-04-24,192,726,726,12.31,3,91.93,44,9.2,1.36,45
WH-18,2025-05-09,308,325,325,33.85,5,,18,52.2,2.42,26
WH-17,2025-02-02,387,761,761,10.7,8,73.18,56,88.0,2.23,13
WH-01,2025-07-30,104,425,425,16.63,11,81.44,99,26.2,4.43,33
WH-08,2025-11-08,261,767,767,10.82,6,93.74,56,31.4,4.19,7
WH-15,2024-06-01,348,763,763,20.01,9,72.82,89,46.6,4.96,14
WH-01,2024-10-08,271,488,488,12.12,14,96.39,79,27.4,4.99,11
WH-03,2026-01-09,59,271,271,44.21,0,80.16,19,23.8,0.92,46
WH-18,2025-05-28,226,701,701,18.26,15,78.35,86,59.3,1.34,29
WH-18,2024-10-20,165,605,605,12.44,11,81.44,52,32.1,4.55,3
WH-14,2025-11-27,52,595,595,31.37,4,86.18,20,6.9,2.75,24
WH-10,2025-01-31,76,642,642,41.86,13,88.08,17,77.4,0.82,17
WH-18,2025-08-20,162,470,470,12.46,3,85.53,93,6.4,2.92,28
WH-06,2024-07-05,298,296,296,18.76,6,94.53,41,69.3,3.27,44
WH-05,2024-05-27,207,704,704,38.07,20,93.75,30,31.5,4.41,37
WH-10,2025-03-25,53,356,356,36.69,12,83.18,10,63.3,4.81,23
WH-02,2024-07-05,324,733,733,44.93,0,78.07,42,60.0,4.39,9
WH-10,2025-01-22,169,302,302,25.99,4,85.18,57,21.2,4.65,17
WH-17,2025-06-18,117,723,723,36.8,0,83.38,72,17.0,1.48,34
WH-10,2024-06-20,123,164,164,41.86,3,80.29,32,8.1,2.49,35
WH-10,2026-01-18,192,309,309,14.09,17,87.16,71,49.0,3.88,43
WH-19,2025-10-14,318,196,196,28.06,10,79.6,38,2.7,4.01,5
WH-09,2024-05-03,281,457,457,30.75,3,71.98,61,32.8,3.01,3
WH-13,2024-07-22,297,445,445,14.9,8,95.34,79,50.3,0.98,46
WH-01,2025-10-19,296,225,225,33.97,1,,64,75.3,2.13,26
WH-02,2026-03-06,391,530,530,36.72,5,74.41,96,15.8,3.49,24
WH-18,2026-02-04,135,434,434,26.39,0,83.23,85,13.1,4.96,34
WH-13,2025-08-07,175,738,738,14.08,11,73.37,17,1.0,1.84,0
WH-06,2025-02-24,347,248,248,37.82,11,82.39,21,98.0,3.98,13
WH-20,2024-04-20,118,690,690,17.73,17,82.24,48,66.2,1.12,14
WH-17,2025-10-25,77,451,451,23.71,20,86.98,53,86.4,0.75,9
WH-06,2025-02-02,151,514,514,11.73,5,93.34,52,50.3,3.23,49
WH-03,2025-05-18,359,446,446,42.08,9,87.0,31,81.2,4.69,7
WH-18,2025-08-22,254,348,348,38.54,5,93.02,10,35.8,1.68,28
WH-11,2025-08-08,264,652,652,15.19,13,74.13,72,24.8,2.39,5
WH-06,2024-09-02,240,469,469,11.96,14,,33,73.7,3.59,49
WH-13,2025-03-10,398,424,424,21.31,3,92.72,68,95.0,0.95,41
WH-01,2025-04-14,234,113,113,12.34,2,89.72,37,6.4,2.14,3
WH-09,2024-06-03,200,542,542,30.89,13,84.04,63,96.7,3.34,36
WH-17,2024-06-05,275,193,193,25.17,5,85.52,90,73.4,4.73,8
WH-08,2025-12-01,55,542,542,35.1,12,,42,86.2,0.86,6
WH-04,2025-09-04,87,265,265,15.44,15,91.87,32,51.3,3.3,41
WH-20,2024-10-02,280,490,490,32.79,16,97.68,14,66.4,0.29,9
WH-03,2024-12-10,369,266,266,20.09,9,85.49,70,42.3,0.56,0
WH-18,2025-01-24,339,135,135,36.57,15,70.73,38,38.8,4.97,26
WH-14,2025-06-01,373,136,136,18.46,5,77.58,65,52.7,3.2,17
WH-16,2024-05-22,55,771,771,31.83,6,97.1,33,1.8,4.57,28
WH-01,2024-10-21,360,549,549,36.99,1,94.88,18,1.6,3.42,14
WH-11,2024-05-22,172,780,780,40.68,16,85.9,90,42.7,2.0,39
WH-10,2024-08-14,361,582,582,38.17,16,,25,48.2,1.45,26
WH-15,2025-09-05,159,224,224,25.36,6,89.34,48,18.7,0.41,29
WH-15,2025-07-05,197,538,538,15.99,0,92.31,86,74.1,0.04,26
WH-20,2025-08-13,373,521,2605,11.61,3,81.44,28,99.0,2.37,24
WH-12,2025-01-01,326,782,782,38.11,0,90.54,13,86.5,0.81,27
WH-11,2026-02-18,84,601,601,25.15,17,73.11,84,72.0,0.91,34
WH-16,2024-10-02,159,786,786,19.61,14,93.37,29,22.1,2.02,10
WH-17,2024-11-03,193,639,639,27.14,2,97.21,20,45.3,3.79,5
WH-16,2025-10-31,306,347,347,35.44,3,71.83,53,91.7,1.25,43
WH-02,2025-03-05,124,321,321,23.03,0,83.9,37,67.6,2.79,39
WH-19,2024-08-17,166,606,606,17.29,20,84.47,89,61.0,0.59,13
WH-05,2025-11-02,111,489,489,39.0,17,84.88,96,21.8,2.47,4
WH-18,2026-02-08,57,409,409,18.68,14,86.1,38,33.2,4.95,48
WH-17,2025-04-29,222,613,613,26.89,13,70.02,51,57.0,1.66,29
WH-19,2025-06-24,276,565,565,22.95,7,77.31,39,98.9,3.67,25
WH-17,2025-03-05,261,141,141,39.67,0,78.14,35,50.0,4.15,27
WH-06,2025-02-16,140,444,444,18.16,7,97.69,23,8.6,0.92,45
WH-13,2025-12-30,153,140,140,29.46,18,92.07,97,78.0,1.62,33
WH-17,2024-12-18,152,102,102,42.4,1,85.68,71,23.9,4.23,41
WH-17,2025-12-24,172,120,120,30.26,2,77.72,18,16.3,3.29,13
WH-11,2025-11-24,191,721,721,22.85,0,84.32,78,78.3,4.7,26
WH-06,2025-07-27,102,535,535,33.31,9,73.16,94,54.4,0.8,27
WH-16,2026-02-23,255,662,662,28.27,20,82.97,14,24.8,4.96,46
WH-01,2024-10-05,330,364,364,14.54,8,76.44,79,42.8,3.58,33
WH-15,2024-06-01,111,142,142,18.08,19,94.74,35,17.6,2.77,7
WH-01,2026-04-07,78,425,425,25.44,15,79.15,35,56.1,1.51,28
WH-12,2024-09-09,131,440,440,40.54,9,88.06,37,63.2,1.09,3
WH-04,2025-03-18,380,122,122,31.8,1,85.18,78,19.1,2.23,20
WH-01,2024-07-20,180,303,303,18.09,8,83.43,77,92.6,3.63,27
WH-12,2024-12-01,138,178,178,29.57,17,,93,42.1,3.73,35
WH-09,2025-03-13,284,523,523,28.87,2,83.19,65,62.6,0.12,28
WH-11,2025-11-21,297,705,705,14.57,17,92.94,69,24.3,1.41,7
WH-02,2025-07-21,77,701,701,22.52,19,71.52,19,88.3,3.8,12
WH-17,2025-05-17,219,291,291,23.58,12,79.2,33,90.0,1.06,5
WH-20,2025-08-18,79,236,236,15.12,13,77.74,73,26.7,1.46,28
WH-09,2024-07-16,81,291,291,25.52,15,86.02,70,57.3,1.2,44
WH-01,2025-01-07,337,640,640,12.88,16,72.35,68,46.9,4.29,18
WH-03,2024-10-11,165,364,364,13.53,0,94.27,58,38.1,1.19,4
WH-06,2025-07-08,306,193,193,35.42,7,77.14,66,49.7,3.59,8
WH-18,2024-08-19,378,783,783,32.63,3,74.09,14,61.4,2.74,21
WH-16,2024-11-22,150,640,640,37.12,1,83.29,43,1.4,0.68,1
WH-01,2025-06-18,109,790,790,38.48,6,85.6,51,1.3,4.75,32
WH-17,2026-01-16,240,142,142,35.59,17,79.39,16,60.2,4.73,24
WH-15,2024-05-22,141,400,400,16.58,18,90.69,10,48.8,3.97,25
WH-08,2025-01-08,297,477,477,35.51,6,86.15,57,29.0,0.2,44
WH-20,2024-07-14,54,419,419,33.35,6,86.14,65,79.2,2.28,49
WH-17,2025-07-27,53,350,350,19.26,11,76.48,96,17.8,0.28,9
WH-05,2025-07-13,66,145,145,20.49,5,84.98,25,22.5,4.83,30
WH-09,2025-02-09,90,600,600,20.42,20,70.77,23,9.5,3.4,43
WH-13,2025-07-25,214,360,360,32.31,10,86.15,92,67.7,0.34,44
WH-10,2025-11-15,190,621,621,39.62,20,88.1,93,22.8,1.61,38
WH-12,2026-02-22,294,326,326,21.35,19,84.73,14,44.8,1.68,11
WH-12,2025-08-24,129,147,147,30.45,16,95.76,85,26.3,4.68,48
WH-03,2025-06-17,228,442,442,24.82,20,82.01,54,2.1,0.71,15
WH-10,2024-11-20,84,308,308,24.31,9,91.65,18,21.1,1.06,18
WH-04,2025-06-02,158,185,185,14.85,1,80.71,18,96.4,4.57,41
WH-18,2024-12-17,132,146,146,26.16,14,96.62,11,42.4,4.96,32
WH-14,2024-09-11,249,791,791,31.25,5,74.76,89,81.5,3.45,50
WH-05,2024-07-09,328,245,245,14.51,13,70.26,67,3.7,4.05,16
WH-07,2025-08-01,92,514,514,41.87,16,78.08,50,9.8,2.0,44
WH-12,2024-04-23,203,128,128,32.62,17,80.09,58,49.2,0.12,2
WH-15,2025-07-10,259,239,239,13.09,10,81.19,69,60.8,1.64,21
WH-02,2025-04-26,229,473,473,10.16,14,91.29,96,21.6,3.98,44
WH-19,2025-12-01,357,107,107,17.34,18,82.98,55,10.1,2.25,26
WH-03,2024-05-15,253,311,311,23.28,3,91.99,10,60.3,4.51,7
WH-04,2024-10-16,90,225,225,34.64,6,78.22,39,11.9,4.61,10
WH-08,2025-12-18,170,546,546,34.76,19,71.34,35,80.7,2.06,27
WH-10,2024-06-27,143,733,733,24.76,13,,22,27.4,0.24,31
WH-17,2025-05-12,294,111,111,32.2,18,87.54,39,14.8,0.92,25
WH-02,2024-10-26,97,442,442,42.61,4,,78,32.1,0.53,1
WH-17,2026-02-25,330,264,264,22.12,12,,90,51.7,1.09,5
WH-05,2024-10-27,197,560,560,27.32,9,70.18,24,95.2,2.97,48
WH-11,2025-10-10,358,253,253,34.36,14,94.45,44,57.9,0.95,43
WH-17,2025-02-21,370,762,762,32.69,8,93.25,100,47.0,1.49,31
WH-04,2024-04-25,125,589,589,38.47,17,72.65,56,68.9,2.53,19
WH-04,2024-08-19,363,209,209,21.75,0,90.15,10,63.4,0.25,39
WH-15,2024-08-23,211,123,615,25.16,8,,70,53.9,2.43,45
WH-02,2025-11-30,162,731,731,14.35,20,70.1,17,98.6,2.62,10
WH-09,2025-09-12,205,478,478,32.72,0,92.3,67,83.7,2.96,11
WH-15,2025-07-11,284,192,192,43.73,0,,59,39.6,0.66,26
WH-14,2024-08-12,126,526,526,24.82,20,,31,94.0,1.98,38
WH-19,2026-03-18,56,609,609,27.51,3,,83,24.6,3.02,50
WH-12,2024-10-08,390,411,411,40.68,19,72.94,24,88.7,0.37,13
WH-03,2025-07-23,116,358,358,44.01,9,85.55,40,38.9,2.55,5
WH-20,2025-11-26,284,257,257,28.89,8,78.53,98,12.8,0.27,15
WH-03,2024-06-28,275,141,141,42.58,7,,84,33.1,3.05,2
WH-03,2025-11-07,366,156,156,13.82,8,94.89,95,33.8,1.91,4
WH-07,2024-05-05,339,438,438,18.67,6,96.52,61,41.7,2.15,14
WH-05,2024-08-13,56,172,172,36.01,12,77.67,84,95.8,1.81,17
WH-19,2025-01-09,160,473,473,14.43,6,88.76,22,90.3,1.77,12
WH-07,2026-02-22,293,244,244,17.7,18,91.48,86,73.8,2.78,17
WH-11,2025-11-23,358,422,422,26.37,14,70.34,55,44.0,4.06,16
WH-01,2025-01-10,391,287,287,17.87,1,82.08,58,56.6,0.27,13
WH-12,2025-04-19,116,112,112,16.93,19,80.29,40,47.3,0.71,37
WH-06,2025-05-10,217,618,618,11.59,15,,53,78.9,0.02,3
WH-13,2025-03-23,108,737,737,25.06,17,78.83,42,96.1,1.65,12
WH-20,2025-06-16,129,736,736,15.12,2,86.74,45,47.9,3.88,29
WH-08,2025-02-03,327,773,773,43.28,11,,40,52.7,1.64,22
WH-14,2024-04-20,110,182,182,26.27,5,89.59,20,32.1,3.32,11
WH-20,2025-06-17,348,396,396,33.34,7,78.84,19,8.5,3.41,30
WH-07,2024-08-07,174,127,127,38.57,3,76.21,82,25.1,1.54,26
WH-15,2025-08-13,392,521,521,17.08,15,86.26,39,92.2,1.78,41
WH-20,2024-07-14,399,612,612,30.35,5,71.35,57,31.8,2.96,15
WH-06,2024-08-03,269,753,753,17.03,5,89.63,21,74.6,1.68,11
WH-07,2025-12-21,280,785,785,28.34,7,95.9,15,21.2,4.9,41
WH-16,2025-04-09,148,706,706,15.85,4,82.28,60,11.4,0.07,27
WH-12,2024-11-06,188,282,282,43.37,6,,56,65.4,3.37,0
WH-11,2026-03-06,234,705,705,13.09,10,80.79,60,73.0,3.72,22
WH-02,2024-09-26,239,676,676,21.64,9,95.01,54,90.9,2.49,21
WH-15,2024-09-17,248,639,639,36.11,11,94.22,98,3.0,4.93,15
WH-18,2026-03-02,199,488,488,22.71,7,96.16,12,54.7,3.89,20
WH-12,2024-05-27,68,592,592,40.75,19,87.75,34,26.0,3.21,39
WH-15,2026-03-30,284,210,210,44.62,1,82.07,41,48.3,1.01,38
WH-14,2025-01-09,274,125,125,37.06,13,,96,57.5,2.85,50
WH-09,2024-07-26,156,610,610,25.09,16,95.33,78,15.8,1.63,1
WH-15,2026-03-13,162,665,665,36.11,14,83.18,43,58.1,3.63,5
WH-13,2025-07-23,88,792,792,36.43,18,94.97,47,68.0,0.71,1
WH-09,2025-03-17,176,292,292,10.49,5,77.99,79,83.0,3.4,21
WH-19,2024-07-06,256,122,122,41.51,17,89.83,69,81.0,0.28,4
WH-06,2025-12-26,314,388,388,31.06,3,83.27,21,56.1,1.81,24
WH-16,2025-12-11,277,547,547,23.15,10,95.1,59,2.9,4.33,38
WH-17,2024-04-15,331,619,619,34.28,11,71.24,27,5.4,3.94,10
WH-01,2025-09-01,58,261,261,24.04,6,77.95,39,95.4,3.99,26
WH-19,2025-03-02,110,101,101,33.76,7,,45,62.9,4.69,41
WH-05,2026-01-08,240,135,135,42.98,8,88.97,65,0.7,3.58,41
WH-17,2024-08-11,85,774,774,19.86,20,70.39,13,14.7,3.52,25
WH-11,2024-12-27,84,561,561,29.52,16,,26,9.8,0.02,32
WH-06,2025-11-29,337,276,276,32.68,5,,26,42.0,2.86,18
WH-20,2025-01-24,316,680,3400,10.99,17,71.82,15,43.1,2.27,45
WH-11,2025-07-29,324,399,399,11.89,8,92.97,97,70.1,3.61,38
WH-16,2025-11-18,255,127,127,12.13,12,78.54,99,26.9,0.14,13
WH-08,2025-03-23,319,440,440,10.23,4,77.74,86,90.0,1.86,9
WH-06,2024-06-09,367,112,112,38.54,7,74.07,20,21.5,1.38,25
WH-13,2025-04-01,218,331,331,30.29,7,89.11,12,10.1,1.52,36
WH-12,2024-10-11,64,787,787,24.41,17,90.36,21,13.0,3.21,14
WH-03,2026-02-27,293,556,556,13.53,0,87.33,94,9.7,0.9,25
WH-09,2025-08-04,366,227,227,42.98,12,94.97,35,13.1,4.49,25
WH-16,2025-06-02,341,544,544,41.36,15,88.81,99,7.0,0.35,21
WH-17,2026-04-03,208,756,756,21.72,13,74.79,89,94.9,3.57,50
WH-15,2025-02-12,221,563,563,33.27,17,85.56,99,86.3,2.95,23
WH-06,2026-03-13,83,723,723,43.35,2,88.82,66,17.6,1.13,20
WH-07,2025-07-24,343,500,500,20.17,14,71.59,57,51.6,3.6,3
WH-16,2026-01-03,395,422,422,44.14,15,72.23,78,51.7,1.34,27
WH-12,2026-03-11,251,665,665,15.66,17,89.1,16,71.9,0.61,37
WH-16,2024-07-12,171,201,201,24.11,6,90.76,84,37.5,1.17,15
WH-17,2025-08-16,278,254,254,11.64,20,71.7,73,11.5,3.67,41
WH-13,2025-05-09,270,730,730,39.24,1,72.82,28,48.7,2.0,46
WH-07,2025-08-04,321,296,296,29.5,8,85.13,78,71.1,1.99,29
WH-14,2025-08-27,213,579,579,39.89,16,79.12,100,31.4,3.0,30
WH-10,2025-06-24,81,215,1075,10.41,15,80.66,44,82.0,3.59,15
WH-18,2025-05-22,151,249,249,28.55,18,75.58,42,8.7,2.1,40
WH-02,2026-01-18,368,723,723,20.8,13,95.14,63,25.9,2.77,25
WH-18,2024-05-27,219,476,476,22.91,17,79.94,99,4.8,4.31,35
WH-01,2025-12-03,365,730,730,20.92,7,78.43,88,46.8,2.91,13
WH-15,2025-01-24,132,510,510,28.7,3,71.65,58,33.0,3.3,19
WH-19,2024-12-11,284,503,503,15.97,7,78.79,24,25.9,1.35,16
WH-19,2024-12-24,215,451,451,25.4,10,88.62,38,85.3,1.88,18
WH-09,2025-09-24,268,313,313,25.41,15,70.08,42,8.1,1.85,23
WH-12,2025-06-18,134,677,677,42.84,19,90.3,43,96.0,1.98,34
WH-20,2025-09-07,69,564,564,43.24,5,79.91,62,93.4,2.3,8
WH-04,2025-11-22,226,784,784,20.2,12,87.32,32,2.6,1.34,18
WH-05,2026-03-24,106,740,740,33.56,1,88.64,32,8.8,2.25,8
WH-05,2024-08-02,325,220,220,42.69,12,97.6,74,17.3,0.22,27
WH-18,2026-04-10,174,214,214,20.86,2,74.69,64,46.2,4.2,18
WH-09,2024-07-23,351,545,545,36.43,9,89.48,26,80.1,1.25,5
WH-10,2025-09-06,349,717,717,15.84,3,85.13,15,7.5,2.42,40
WH-16,2025-12-24,354,467,467,26.86,4,84.48,97,53.5,3.08,42
WH-10,2024-08-15,270,587,587,31.3,3,89.58,80,33.0,1.92,40
WH-11,2024-06-16,121,271,271,43.01,19,74.6,96,45.5,1.42,40
WH-11,2025-04-30,171,206,206,39.0,6,97.18,80,81.8,1.15,28
WH-01,2025-06-30,279,527,527,17.16,19,78.22,57,94.3,4.89,6
WH-12,2024-07-07,317,667,667,28.01,14,78.22,46,37.7,2.42,33
WH-17,2024-12-25,385,771,771,26.92,20,80.3,40,45.6,0.15,49
WH-12,2024-12-18,366,517,517,31.34,5,97.16,12,7.6,1.59,6
WH-06,2024-08-26,101,775,775,23.74,11,,32,50.1,1.3,31
WH-20,2026-02-25,208,613,613,44.73,2,89.66,42,6.6,3.39,38
WH-10,2025-10-15,86,343,343,12.34,17,87.67,73,81.0,0.03,22
WH-19,2024-10-16,230,554,554,10.93,1,79.31,38,70.1,4.26,42
WH-11,2025-06-12,287,219,219,17.67,5,94.05,64,87.8,1.58,50
WH-13,2025-09-14,93,387,387,36.51,18,78.9,92,13.2,2.21,38
WH-18,2024-09-03,86,239,239,12.55,11,96.49,26,85.9,3.69,34
WH-11,2024-05-03,85,344,344,13.7,16,76.98,36,78.7,2.85,15
WH-10,2026-03-19,147,541,541,30.19,10,82.59,19,73.0,0.05,3
WH-16,2025-09-23,193,441,441,44.36,4,73.96,56,98.3,1.68,0
WH-20,2024-11-26,221,130,130,42.86,14,78.79,20,20.6,1.47,17
WH-03,2024-07-26,352,781,781,41.37,9,75.47,28,42.2,3.67,4
WH-12,2025-02-19,354,329,329,19.15,6,84.95,14,76.4,0.29,23
WH-17,2025-05-28,195,181,181,35.91,11,,73,66.0,2.66,29
WH-09,2024-06-14,394,359,1795,25.84,10,80.82,51,49.4,4.32,4
WH-01,2025-12-18,121,155,155,14.28,5,95.54,12,17.1,1.51,37
WH-20,2025-02-09,183,471,471,12.37,7,75.0,57,22.9,1.78,22
WH-03,2024-10-23,204,380,380,28.34,14,77.34,25,31.7,2.86,14
WH-10,2025-10-04,150,196,196,43.92,10,89.59,80,9.0,4.44,13
WH-08,2025-01-23,343,695,695,17.12,6,70.09,92,21.7,4.79,27
WH-06,2025-01-18,264,102,102,11.17,18,85.92,55,13.2,0.39,14
WH-15,2024-09-28,392,140,140,32.67,7,90.18,57,35.5,3.68,32
WH-19,2024-11-16,58,216,216,39.03,11,88.97,23,27.8,3.5,8
WH-12,2024-07-18,126,530,530,23.97,3,86.05,21,63.5,2.52,43
WH-11,2024-12-12,305,630,630,13.45,16,97.3,93,99.8,3.33,39
WH-05,2025-05-21,246,401,401,16.38,11,96.11,39,66.7,1.94,9
WH-14,2024-12-11,139,693,693,12.11,10,77.49,76,3.3,2.64,14
WH-08,2025-10-25,141,311,311,29.84,8,92.98,77,73.6,3.59,24
WH-15,2025-05-10,174,337,337,32.35,14,76.56,64,11.6,3.71,13
WH-19,2024-11-05,125,413,413,20.33,6,94.28,78,89.2,3.46,19
WH-05,2025-04-17,293,473,473,16.0,5,89.46,46,24.3,4.44,22
WH-02,2024-07-30,299,474,474,31.61,2,73.58,98,93.1,0.6,19
WH-15,2026-01-10,165,261,261,30.74,7,93.9,79,26.0,2.88,41
WH-01,2024-11-08,226,611,611,33.04,17,76.91,16,59.8,4.19,19
WH-03,2025-08-09,239,707,707,10.44,2,85.34,39,99.2,1.4,31
WH-06,2025-06-03,175,107,107,19.79,4,73.69,47,52.3,1.78,18
WH-16,2026-01-31,246,231,231,24.53,1,86.7,94,48.5,4.42,17
WH-14,2025-09-30,197,126,126,21.27,14,71.18,92,19.7,3.04,46
WH-09,2025-06-01,271,314,314,44.01,1,81.09,44,23.7,0.25,24
WH-12,2024-11-11,173,165,165,38.43,17,,75,38.8,3.83,50
WH-14,2024-07-29,256,359,359,38.11,7,83.79,40,45.8,0.95,13
WH-11,2025-04-10,395,672,672,34.72,7,88.07,90,52.0,3.17,37
WH-04,2025-06-09,223,205,205,14.11,12,78.68,45,33.2,0.1,17
WH-12,2024-12-25,72,654,654,42.87,16,90.61,40,90.7,3.97,47
WH-17,2025-01-09,94,263,263,34.73,3,75.53,64,53.3,3.68,41
WH-07,2025-06-19,321,500,500,28.65,1,82.16,66,73.0,0.84,40
WH-07,2025-07-10,384,149,149,41.17,17,70.45,77,65.6,4.36,41
WH-13,2025-04-05,361,142,142,34.78,11,85.82,92,52.8,0.54,43
WH-12,2025-09-04,365,423,423,33.23,5,90.93,15,76.7,2.83,16
WH-17,2024-06-21,373,535,535,19.51,8,88.94,43,85.9,3.46,19
WH-18,2025-10-20,322,387,387,13.1,3,80.59,51,72.6,4.24,6
WH-19,2025-08-09,51,761,761,27.65,1,92.9,55,15.4,3.2,28
WH-20,2024-09-28,380,652,652,10.61,9,86.88,32,56.1,2.96,43
WH-04,2025-12-24,389,435,435,14.06,11,96.54,59,8.2,0.33,41
WH-05,2024-10-05,56,385,385,10.85,5,97.03,15,51.4,4.28,46
WH-15,2025-09-15,205,618,618,27.98,1,,32,74.9,4.07,17
WH-13,2026-01-10,190,612,3060,28.07,18,73.37,30,52.1,1.1,50
WH-17,2025-02-27,153,766,766,33.51,8,83.21,89,64.3,2.26,34
WH-10,2025-09-10,218,686,686,29.71,2,82.43,28,87.7,1.75,27
WH-06,2025-04-06,319,647,647,24.45,17,78.56,30,23.7,1.18,22
WH-07,2026-01-28,166,624,624,36.41,6,,33,85.8,3.04,38
WH-17,2024-06-25,158,578,578,19.18,15,78.55,32,33.3,2.34,48
WH-17,2026-02-24,178,389,389,31.65,8,,27,97.9,1.9,3
WH-17,2024-04-16,189,242,242,33.87,13,75.2,36,83.6,3.18,21
WH-02,2025-02-22,102,105,105,33.0,5,70.9,69,8.1,2.49,21
WH-10,2025-02-24,367,595,595,36.88,14,,10,27.3,2.46,39
WH-13,2026-03-24,222,591,591,17.69,19,73.24,54,23.6,4.14,11
WH-13,2024-11-24,184,109,109,29.67,0,96.1,92,40.8,4.27,12
WH-18,2025-10-21,122,440,440,32.41,3,81.49,23,44.4,4.16,10
WH-17,2024-09-05,398,600,600,27.12,16,73.14,20,4.0,1.54,42
WH-03,2025-06-22,95,157,157,25.77,16,90.59,96,68.9,4.19,3
