vehicle_id,maintenance_date,maintenance_type,cost,description,mechanic_id,mileage_at_service,next_maintenance_due,service_duration_hours
VEH-100,2024-11-09,repair,286.97,Repair - emergency,MECH-11,127551,2025-06-17,1.3
VEH-072,2025-11-25,brake_service,424.19,Brake Service - scheduled,MECH-17,33214,2026-02-09,4.2
VEH-028,2024-09-01,inspection,842.49,Inspection - emergency,MECH-5,46811,2024-11-11,9.8
VEH-286,2025-07-08,repair,347.83,Repair - emergency,MECH-7,63519,2026-03-30,19.8
VEH-139,2024-10-21,general_check,1541.75,General Check - preventive,MECH-14,124157,,2.7
VEH-220,2025-09-27,replacement,584.64,Replacement - preventive,MECH-14,140354,2026-01-31,9.2
VEH-039,2025-01-10,oil_change,1379.1,Oil Change - emergency,MECH-13,22027,2025-11-30,12.2
VEH-254,2024-07-23,inspection,1089.09,Inspection - emergency,MECH-9,120742,2025-03-19,20.4
VEH-081,2025-07-24,general_check,118.04,General Check - routine,MECH-6,94234,2026-05-16,4.0
VEH-051,2026-03-27,brake_service,1789.08,Brake Service - routine,MECH-13,37419,2026-06-14,20.3
VEH-120,2025-04-21,brake_service,403.87,Brake Service - emergency,MECH-5,44558,2025-09-12,14.5
VEH-191,2025-06-29,inspection,379.9,Inspection - emergency,MECH-2,118618,2025-11-24,21.9
VEH-272,2024-07-19,tire_rotation,988.83,Tire Rotation - emergency,MECH-14,177002,2024-12-21,11.6
VEH-049,2024-06-10,tire_rotation,1904.08,Tire Rotation - routine,MECH-19,117973,2025-04-29,3.1
VEH-226,2025-01-24,inspection,1630.06,Inspection - emergency,MECH-19,63133,2025-11-24,23.5
VEH-013,2026-02-11,general_check,868.94,General Check - scheduled,MECH-7,91611,2026-04-07,1.2
VEH-184,2025-11-29,general_check,234.83,General Check - emergency,MECH-14,73791,2026-10-22,17.5
VEH-056,2024-09-24,inspection,850.74,Inspection - emergency,MECH-2,143412,2025-07-24,13.2
VEH-246,2026-04-06,repair,73.3,Repair - scheduled,MECH-7,185596,2026-06-21,10.4
VEH-175,2025-11-28,inspection,908.3,Inspection - routine,MECH-2,54007,2026-01-12,4.0
VEH-145,2025-03-12,oil_change,1658.84,Oil Change - emergency,MECH-12,70111,2025-09-28,13.5
VEH-089,2024-05-23,tire_rotation,765.17,Tire Rotation - emergency,MECH-3,33258,2025-05-09,9.9
VEH-185,2024-08-14,general_check,750.15,General Check - preventive,MECH-14,90282,2025-05-30,11.1
VEH-157,2024-12-30,repair,1420.99,Repair - emergency,MECH-14,190749,2025-12-28,23.8
VEH-149,2024-06-30,replacement,204.64,Replacement - preventive,MECH-4,97312,2025-02-26,7.6
VEH-122,2024-06-21,brake_service,1957.92,,MECH-8,136567,2024-08-17,17.5
VEH-102,2025-11-26,oil_change,413.21,Oil Change - preventive,MECH-16,49807,2026-06-12,8.9
VEH-276,2026-04-12,oil_change,197.46,Oil Change - scheduled,MECH-4,111542,2027-02-26,17.6
VEH-099,2025-05-24,repair,1138.44,Repair - emergency,MECH-15,94153,2025-09-05,6.3
VEH-158,2024-12-01,general_check,363.93,General Check - routine,MECH-19,113019,2025-10-20,6.4
VEH-277,2025-06-04,oil_change,695.82,Oil Change - preventive,MECH-15,133561,2026-05-13,11.2
VEH-057,2025-12-28,general_check,968.53,General Check - emergency,MECH-5,43792,2026-05-10,15.0
VEH-207,2026-02-14,brake_service,1031.18,Brake Service - routine,MECH-17,92605,2026-10-07,19.7
VEH-038,2026-03-02,oil_change,1122.29,Oil Change - scheduled,MECH-10,153672,2026-04-10,1.5
VEH-014,2025-06-25,repair,1931.7,Repair - routine,MECH-14,140267,2026-03-18,18.0
VEH-187,2025-05-24,brake_service,303.35,Brake Service - scheduled,MECH-19,50772,2025-09-26,15.4
VEH-154,2025-03-16,repair,1637.96,Repair - scheduled,MECH-15,36324,2025-06-16,7.2
VEH-141,2024-08-21,brake_service,256.0,Brake Service - routine,MECH-2,18861,2025-03-06,8.3
VEH-081,2025-11-06,repair,852.05,Repair - routine,MECH-1,126803,2026-08-16,17.1
VEH-004,2025-07-22,inspection,1874.28,Inspection - preventive,MECH-7,160450,,5.2
VEH-033,2025-02-10,inspection,1224.62,Inspection - routine,MECH-8,163015,,21.4
VEH-093,2024-12-29,tire_rotation,1911.67,Tire Rotation - emergency,MECH-16,175783,2025-12-22,19.7
VEH-183,2025-11-13,oil_change,153.13,Oil Change - routine,MECH-3,90633,2026-06-03,2.4
VEH-089,2024-09-30,replacement,900.82,Replacement - emergency,MECH-11,83186,2025-04-06,23.3
VEH-019,2025-03-18,inspection,501.03,Inspection - preventive,MECH-10,191469,2025-05-22,9.6
VEH-235,2025-06-18,repair,70.3,Repair - preventive,MECH-1,10190,2025-11-07,2.1
VEH-096,2024-09-06,brake_service,1662.5,Brake Service - routine,MECH-19,52523,2024-12-12,6.0
VEH-270,2024-12-04,brake_service,1377.16,Brake Service - scheduled,MECH-12,53141,2025-09-20,10.3
VEH-205,2025-11-09,tire_rotation,1216.29,Tire Rotation - preventive,MECH-11,161868,2026-08-04,12.8
VEH-116,2025-01-07,oil_change,1419.51,Oil Change - scheduled,MECH-12,153274,2025-04-16,8.9
VEH-006,2024-09-10,replacement,1783.11,Replacement - scheduled,MECH-2,179791,2025-06-06,7.2
VEH-290,2024-05-18,general_check,819.56,General Check - emergency,MECH-17,50840,,7.2
VEH-295,2025-03-19,oil_change,604.05,,MECH-10,16553,2025-05-15,9.9
VEH-009,2025-03-22,general_check,363.61,General Check - routine,MECH-8,142487,2025-05-04,20.0
VEH-212,2026-04-09,repair,287.23,Repair - routine,MECH-2,88670,2026-06-03,7.4
VEH-003,2024-12-12,replacement,641.42,Replacement - emergency,MECH-3,118585,2025-11-30,21.0
VEH-244,2026-04-09,repair,702.73,Repair - scheduled,MECH-8,71105,2026-06-04,19.9
VEH-218,2025-08-07,replacement,998.11,Replacement - emergency,MECH-9,147850,2025-11-22,2.2
VEH-104,2025-06-17,general_check,574.92,General Check - routine,MECH-12,47569,2026-03-16,16.8
VEH-275,2025-05-20,replacement,485.11,Replacement - emergency,MECH-8,29005,2025-10-29,14.7
VEH-101,2024-09-02,repair,285.38,Repair - preventive,MECH-10,100658,2025-06-01,21.2
VEH-090,2024-07-20,tire_rotation,406.03,Tire Rotation - routine,MECH-2,167970,2025-05-10,17.1
VEH-125,2025-08-01,inspection,1753.91,Inspection - scheduled,MECH-17,179387,2026-01-04,20.9
VEH-061,2025-03-05,brake_service,283.49,Brake Service - preventive,MECH-7,126711,,14.2
VEH-227,2024-07-12,brake_service,1668.53,Brake Service - preventive,MECH-6,109723,,6.0
VEH-271,2024-08-07,general_check,1125.66,General Check - scheduled,MECH-2,20295,2024-09-21,21.7
VEH-282,2025-09-30,oil_change,1843.77,Oil Change - emergency,MECH-20,74305,,22.3
VEH-084,2025-01-30,inspection,133.91,Inspection - preventive,MECH-16,57452,2025-05-27,6.8
VEH-141,2025-08-17,repair,428.65,Repair - scheduled,MECH-1,167147,2026-03-28,6.7
VEH-108,2025-05-10,tire_rotation,1060.82,Tire Rotation - preventive,MECH-13,55927,,4.6
VEH-063,2024-11-12,inspection,1028.79,Inspection - emergency,MECH-15,59002,2025-05-22,18.2
VEH-284,2025-08-23,repair,1524.93,Repair - routine,MECH-5,86457,2026-04-27,17.1
VEH-230,2025-03-25,tire_rotation,1708.52,Tire Rotation - preventive,MECH-15,70481,2025-06-23,5.2
VEH-060,2025-07-02,replacement,1325.33,Replacement - routine,MECH-3,152583,2026-05-30,13.7
VEH-047,2025-11-17,repair,1180.4,Repair - scheduled,MECH-15,133318,2026-04-20,1.0
VEH-035,2024-09-04,oil_change,1331.9,Oil Change - preventive,MECH-11,163775,2025-06-23,21.3
VEH-137,2025-06-03,oil_change,1294.59,Oil Change - preventive,MECH-13,175063,2025-10-30,15.0
VEH-219,2025-08-12,inspection,1318.42,Inspection - routine,MECH-20,134472,,8.7
VEH-184,2025-08-28,repair,1795.51,Repair - scheduled,MECH-4,199053,2026-07-28,19.7
VEH-249,2025-03-25,repair,1455.58,Repair - preventive,MECH-6,193824,2025-09-27,17.6
VEH-037,2025-05-03,general_check,1629.17,General Check - preventive,MECH-13,121358,2026-04-09,19.8
VEH-034,2026-01-29,replacement,1513.79,Replacement - scheduled,MECH-14,189859,2026-05-16,4.9
VEH-213,2024-04-25,repair,1140.33,Repair - emergency,MECH-12,173672,2024-12-07,2.8
VEH-126,2025-02-08,tire_rotation,1835.46,Tire Rotation - emergency,MECH-14,83480,2025-05-23,3.4
VEH-163,2024-10-23,tire_rotation,350.86,Tire Rotation - preventive,MECH-9,116633,2025-04-25,24.0
VEH-294,2026-04-10,replacement,975.39,Replacement - preventive,MECH-13,138085,2026-10-23,22.9
VEH-160,2025-12-10,tire_rotation,1319.32,Tire Rotation - emergency,MECH-4,175940,2026-08-14,20.2
VEH-243,2024-09-15,tire_rotation,1896.55,Tire Rotation - scheduled,MECH-18,92509,2025-04-03,10.1
VEH-159,2024-05-10,repair,1698.09,Repair - routine,MECH-20,92711,2025-02-05,18.9
VEH-216,2025-11-05,brake_service,893.66,Brake Service - routine,MECH-18,169813,2026-09-27,4.7
VEH-166,2026-01-03,tire_rotation,63.59,Tire Rotation - routine,MECH-1,199149,2026-05-23,10.5
VEH-103,2025-08-31,brake_service,403.08,Brake Service - preventive,MECH-3,60475,2026-05-22,9.1
VEH-017,2024-10-01,inspection,286.88,Inspection - scheduled,MECH-9,30200,2025-07-15,4.5
VEH-212,2024-10-26,general_check,177.72,General Check - emergency,MECH-17,131283,2025-02-11,15.9
VEH-162,2025-03-01,repair,438.75,Repair - preventive,MECH-4,50850,2025-06-22,7.1
VEH-011,2025-12-29,general_check,72.69,General Check - scheduled,MECH-8,129459,2026-06-22,21.0
VEH-149,2026-01-21,tire_rotation,1590.23,Tire Rotation - scheduled,MECH-11,110923,2026-07-14,17.1
VEH-025,2025-12-26,replacement,481.51,Replacement - scheduled,MECH-6,170073,2026-12-20,7.1
VEH-238,2025-09-04,general_check,209.02,General Check - emergency,MECH-20,90073,,7.9
VEH-247,2025-01-20,tire_rotation,448.71,Tire Rotation - scheduled,MECH-10,59418,2025-08-05,22.3
VEH-174,2024-11-13,tire_rotation,452.79,Tire Rotation - routine,MECH-9,174298,2025-08-22,12.5
VEH-016,2024-08-26,tire_rotation,1417.43,Tire Rotation - emergency,MECH-13,140470,2025-08-16,4.6
VEH-264,2025-02-27,oil_change,603.88,Oil Change - routine,MECH-4,199273,2025-05-30,16.4
VEH-261,2025-05-05,repair,1615.31,Repair - scheduled,MECH-13,121943,2025-08-30,8.0
VEH-095,2025-04-29,repair,1808.52,Repair - preventive,MECH-1,14752,2025-10-01,6.3
VEH-299,2025-04-04,tire_rotation,1453.84,Tire Rotation - routine,MECH-1,187228,2025-10-21,11.5
VEH-130,2025-02-04,brake_service,136.28,Brake Service - preventive,MECH-14,111717,2025-03-07,22.1
VEH-006,2024-05-02,tire_rotation,1670.27,Tire Rotation - emergency,MECH-9,149171,2025-01-16,20.4
VEH-087,2025-09-02,brake_service,1571.53,Brake Service - routine,MECH-7,155624,2026-07-13,8.7
VEH-229,2024-08-04,replacement,264.24,Replacement - routine,MECH-2,80767,2025-01-26,5.6
VEH-069,2025-08-01,replacement,233.16,Replacement - emergency,MECH-4,49487,2025-11-15,5.7
VEH-022,2024-11-11,repair,578.87,Repair - routine,MECH-11,138086,2025-04-09,4.9
VEH-152,2025-01-01,tire_rotation,653.41,Tire Rotation - emergency,MECH-12,65714,2025-10-31,23.4
VEH-289,2025-02-01,general_check,558.84,General Check - routine,MECH-11,131113,2025-03-24,20.2
VEH-124,2025-10-15,repair,778.64,,MECH-10,115005,2026-03-14,23.5
VEH-281,2024-10-15,replacement,1114.97,Replacement - routine,MECH-19,178900,2025-07-11,4.8
VEH-038,2025-05-06,oil_change,313.99,,MECH-13,52449,2025-11-05,18.8
VEH-005,2025-03-02,inspection,269.55,Inspection - preventive,MECH-19,41100,2025-06-30,11.0
VEH-149,2024-05-19,replacement,483.5,Replacement - routine,MECH-1,80384,2024-10-03,1.4
VEH-036,2025-04-20,replacement,1936.61,Replacement - routine,MECH-13,116410,2026-03-28,22.6
VEH-021,2025-10-30,oil_change,1334.56,Oil Change - preventive,MECH-15,118036,2026-03-18,4.2
VEH-280,2025-09-15,tire_rotation,1190.64,Tire Rotation - emergency,MECH-14,139108,2026-02-07,19.8
VEH-075,2025-02-07,oil_change,1186.59,Oil Change - routine,MECH-20,83136,2025-04-15,17.9
VEH-165,2025-02-04,general_check,77.05,,MECH-9,168613,2025-06-19,1.7
VEH-262,2026-01-04,tire_rotation,532.4,Tire Rotation - scheduled,MECH-17,69919,2026-09-09,8.9
VEH-211,2025-10-31,tire_rotation,926.25,Tire Rotation - routine,MECH-2,176724,2026-02-04,3.9
VEH-180,2025-08-24,general_check,1385.96,General Check - scheduled,MECH-10,16740,2026-03-16,2.2
VEH-287,2024-09-23,general_check,1304.23,General Check - routine,MECH-19,166974,2024-12-17,1.6
VEH-254,2025-05-16,tire_rotation,1611.69,Tire Rotation - preventive,MECH-20,194062,2026-05-01,9.0
VEH-120,2025-06-30,repair,1910.52,Repair - emergency,MECH-17,94516,2025-10-24,11.4
VEH-139,2025-02-05,inspection,1729.65,Inspection - routine,MECH-13,98519,2026-01-04,11.9
VEH-048,2024-04-17,brake_service,1645.27,Brake Service - emergency,MECH-12,197201,2024-11-16,17.0
VEH-118,2024-11-21,replacement,268.21,Replacement - routine,MECH-9,189682,2025-01-31,1.1
VEH-277,2025-06-12,brake_service,993.51,,MECH-1,152184,2026-05-03,21.3
VEH-291,2026-01-07,general_check,712.36,General Check - preventive,MECH-17,44080,2026-09-09,5.1
VEH-226,2025-04-15,general_check,1723.31,General Check - preventive,MECH-3,189008,2026-01-25,2.2
VEH-185,2024-08-22,repair,928.1,Repair - emergency,MECH-2,136879,2025-07-01,12.5
VEH-146,2024-12-18,inspection,239.39,Inspection - emergency,MECH-14,68424,2025-11-23,10.0
VEH-158,2025-06-30,replacement,1753.82,Replacement - preventive,MECH-7,124173,2025-10-14,5.4
VEH-248,2025-06-30,oil_change,703.12,Oil Change - preventive,MECH-16,199342,2026-05-31,22.1
VEH-211,2025-03-07,replacement,1617.67,Replacement - emergency,MECH-3,124275,2025-06-17,12.3
VEH-099,2026-04-08,tire_rotation,1572.47,Tire Rotation - routine,MECH-13,14208,2027-02-17,6.9
VEH-032,2025-09-07,tire_rotation,141.38,Tire Rotation - scheduled,MECH-20,144612,2026-05-16,16.7
VEH-085,2024-09-22,tire_rotation,1864.67,,MECH-10,29471,2025-06-27,16.3
VEH-185,2024-08-08,general_check,1943.48,General Check - routine,MECH-7,148198,2024-11-04,12.8
VEH-281,2025-11-08,repair,1920.16,Repair - routine,MECH-6,52881,2026-07-13,7.8
VEH-013,2024-06-22,inspection,144.58,Inspection - routine,MECH-4,158140,2025-03-21,11.3
VEH-057,2025-07-22,general_check,55.32,General Check - preventive,MECH-7,170898,2025-08-23,11.0
VEH-190,2024-10-13,repair,1555.31,Repair - scheduled,MECH-8,97558,2025-01-03,2.6
VEH-295,2025-05-30,replacement,1616.26,Replacement - routine,MECH-11,119135,2026-02-28,20.0
VEH-130,2025-09-25,inspection,1686.02,Inspection - scheduled,MECH-2,133350,2026-07-30,19.3
VEH-084,2024-11-25,inspection,880.99,Inspection - routine,MECH-18,101256,2025-09-10,22.4
VEH-242,2025-10-09,tire_rotation,1966.76,Tire Rotation - scheduled,MECH-9,133654,2025-11-30,6.3
VEH-122,2025-12-10,repair,1796.91,Repair - scheduled,MECH-15,111153,2026-01-17,3.7
VEH-241,2025-05-15,brake_service,1419.34,Brake Service - scheduled,MECH-15,71469,2025-07-23,5.2
VEH-108,2024-09-25,brake_service,601.51,Brake Service - scheduled,MECH-3,189844,2025-08-29,1.3
VEH-274,2024-06-01,repair,1082.08,Repair - emergency,MECH-9,136090,2024-09-03,1.7
VEH-189,2025-05-18,oil_change,857.36,Oil Change - routine,MECH-18,75356,2025-12-30,1.4
VEH-198,2024-04-30,replacement,1528.25,Replacement - routine,MECH-8,145500,2025-01-28,12.1
VEH-194,2025-03-03,repair,1534.93,Repair - scheduled,MECH-7,79891,2025-11-02,21.6
VEH-080,2025-09-30,replacement,1997.16,Replacement - routine,MECH-12,149155,2026-09-08,13.0
VEH-001,2025-02-18,oil_change,1692.23,Oil Change - scheduled,MECH-12,152455,2025-07-17,22.6
VEH-182,2025-09-23,repair,441.04,Repair - routine,MECH-6,45304,,19.7
VEH-298,2025-04-08,brake_service,555.53,Brake Service - emergency,MECH-1,121628,2025-08-12,11.4
VEH-093,2025-04-21,repair,1869.25,Repair - emergency,MECH-1,99831,2025-12-28,15.8
VEH-009,2024-09-02,repair,1252.2,Repair - preventive,MECH-16,61629,2025-06-01,11.5
VEH-151,2025-06-18,repair,299.34,Repair - scheduled,MECH-1,179532,2025-09-17,16.7
VEH-244,2026-03-12,tire_rotation,601.35,Tire Rotation - emergency,MECH-9,88662,2026-10-17,20.3
VEH-097,2025-02-08,general_check,1432.05,General Check - scheduled,MECH-3,46006,2025-12-27,22.1
VEH-019,2024-05-28,replacement,1382.53,Replacement - emergency,MECH-2,197231,2024-11-07,6.5
VEH-059,2025-01-11,replacement,194.85,Replacement - scheduled,MECH-13,129724,2025-03-02,11.5
VEH-291,2024-09-10,oil_change,171.59,Oil Change - scheduled,MECH-14,62694,2024-12-18,1.8
VEH-200,2025-06-17,tire_rotation,647.35,Tire Rotation - routine,MECH-20,12583,2026-04-17,18.8
VEH-109,2025-10-29,brake_service,390.54,Brake Service - emergency,MECH-4,103210,,1.2
VEH-157,2025-01-01,brake_service,1607.87,Brake Service - preventive,MECH-14,129108,2025-04-28,11.5
VEH-271,2026-03-11,tire_rotation,1078.41,Tire Rotation - emergency,MECH-10,43569,2026-08-13,20.0
VEH-169,2024-12-15,repair,1117.19,Repair - emergency,MECH-19,53235,2025-02-15,8.5
VEH-098,2025-02-21,inspection,1359.27,Inspection - scheduled,MECH-10,27903,2025-08-06,3.4
VEH-039,2025-02-17,inspection,610.64,Inspection - preventive,MECH-16,149205,2025-04-27,6.3
VEH-278,2025-03-27,inspection,546.9,Inspection - emergency,MECH-20,188490,2025-12-25,23.8
VEH-031,2024-04-25,oil_change,1979.84,Oil Change - preventive,MECH-4,98938,2024-06-27,4.9
VEH-021,2025-02-17,tire_rotation,1595.36,Tire Rotation - preventive,MECH-13,72654,2025-10-17,4.4
VEH-155,2024-05-23,repair,850.62,Repair - preventive,MECH-16,138667,2024-11-28,4.6
VEH-011,2026-02-26,tire_rotation,1617.07,Tire Rotation - emergency,MECH-20,148730,2026-05-16,19.4
VEH-153,2025-02-07,brake_service,442.44,Brake Service - emergency,MECH-6,166506,2025-10-23,16.1
VEH-127,2024-08-26,brake_service,1476.07,Brake Service - emergency,MECH-10,133976,,22.6
VEH-031,2025-09-01,inspection,508.55,Inspection - emergency,MECH-16,33147,2026-06-19,1.5
VEH-055,2026-03-01,oil_change,1900.79,Oil Change - emergency,MECH-5,112840,2027-01-15,17.3
VEH-045,2026-04-12,inspection,146.24,Inspection - routine,MECH-8,145789,2027-02-28,23.1
VEH-254,2025-04-16,oil_change,369.82,Oil Change - scheduled,MECH-18,196675,2026-03-07,18.0
VEH-159,2024-11-17,tire_rotation,1795.79,Tire Rotation - preventive,MECH-20,158073,2025-08-11,3.9
VEH-103,2026-02-01,oil_change,992.76,Oil Change - emergency,MECH-18,166991,2026-08-17,4.8
VEH-191,2024-12-23,general_check,1040.56,General Check - scheduled,MECH-3,177600,2025-06-17,23.0
VEH-104,2024-05-04,tire_rotation,752.87,Tire Rotation - routine,MECH-13,148229,2024-10-23,8.0
VEH-129,2024-05-29,oil_change,445.17,Oil Change - scheduled,MECH-19,134320,2025-02-02,22.1
VEH-166,2024-10-23,general_check,1410.42,General Check - scheduled,MECH-10,174944,2025-01-26,10.9
VEH-001,2025-01-10,brake_service,1382.72,Brake Service - scheduled,MECH-11,46405,2025-10-24,21.8
VEH-093,2026-01-25,replacement,1012.51,Replacement - preventive,MECH-19,100930,2026-03-17,22.2
VEH-232,2026-03-27,oil_change,1281.17,Oil Change - routine,MECH-17,37342,2026-10-15,14.2
VEH-198,2024-09-16,general_check,1883.17,General Check - scheduled,MECH-14,75012,2024-10-27,17.9
VEH-263,2025-07-25,brake_service,1736.42,Brake Service - preventive,MECH-1,156912,2026-04-17,13.4
VEH-080,2024-08-30,tire_rotation,658.29,Tire Rotation - preventive,MECH-15,11593,2025-06-20,9.0
VEH-268,2025-02-09,repair,332.39,Repair - scheduled,MECH-17,28358,2025-10-15,4.9
VEH-210,2026-02-15,repair,1689.97,Repair - emergency,MECH-17,71067,2026-08-14,8.8
VEH-177,2024-11-05,inspection,911.26,Inspection - emergency,MECH-11,107746,2025-04-15,13.4
VEH-197,2025-02-07,oil_change,1991.54,Oil Change - preventive,MECH-17,109712,2025-12-28,11.0
VEH-249,2025-06-29,replacement,292.96,Replacement - scheduled,MECH-15,42581,2025-10-30,3.8
VEH-194,2024-07-14,replacement,1242.27,Replacement - preventive,MECH-16,32266,2025-02-03,10.1
VEH-150,2024-09-27,replacement,1448.03,Replacement - preventive,MECH-1,57908,2025-03-25,20.3
VEH-250,2025-12-09,brake_service,518.02,Brake Service - routine,MECH-11,161420,2026-11-22,23.8
VEH-162,2025-10-05,repair,495.49,Repair - scheduled,MECH-3,128795,2026-05-16,16.4
VEH-129,2025-05-09,brake_service,961.07,Brake Service - scheduled,MECH-8,53033,2026-01-05,10.8
VEH-187,2026-04-02,oil_change,306.3,Oil Change - routine,MECH-1,77913,2026-10-06,4.6
VEH-057,2024-07-05,brake_service,1750.42,Brake Service - emergency,MECH-12,14358,2025-07-04,3.7
VEH-095,2024-06-03,repair,1379.75,Repair - scheduled,MECH-11,146590,2024-09-14,15.2
VEH-203,2025-05-17,tire_rotation,165.47,Tire Rotation - scheduled,MECH-19,95786,2026-02-22,13.7
VEH-119,2025-09-01,repair,1723.58,Repair - preventive,MECH-12,115421,2026-06-22,20.6
VEH-246,2026-04-04,oil_change,1273.73,Oil Change - routine,MECH-16,21451,2027-03-29,8.4
VEH-299,2024-08-17,tire_rotation,390.67,Tire Rotation - preventive,MECH-13,134194,2025-05-09,11.2
VEH-094,2025-05-05,inspection,1532.13,Inspection - preventive,MECH-19,91861,2026-03-30,9.4
VEH-095,2025-04-01,inspection,907.21,Inspection - scheduled,MECH-18,30893,2025-07-27,14.6
VEH-240,2025-05-10,oil_change,1148.03,Oil Change - scheduled,MECH-1,138074,2025-10-16,1.2
VEH-016,2026-02-07,tire_rotation,148.08,Tire Rotation - preventive,MECH-12,10284,2026-04-10,23.2
VEH-099,2024-12-08,inspection,1563.22,Inspection - emergency,MECH-10,181396,2025-08-05,13.5
VEH-092,2024-05-06,brake_service,85.35,Brake Service - routine,MECH-10,194002,2024-12-18,19.6
VEH-248,2024-10-09,oil_change,181.65,Oil Change - scheduled,MECH-2,74374,2025-09-17,21.7
VEH-228,2024-08-19,general_check,298.73,General Check - routine,MECH-8,181131,2025-07-14,16.7
VEH-295,2025-09-29,oil_change,1639.41,Oil Change - scheduled,MECH-12,131813,2026-01-16,7.3
VEH-037,2024-11-24,repair,137.51,Repair - scheduled,MECH-20,45254,2025-11-05,6.6
VEH-003,2025-03-15,inspection,919.59,Inspection - scheduled,MECH-1,138121,2026-01-27,6.9
VEH-141,2024-04-24,repair,263.17,Repair - routine,MECH-19,14383,2025-02-21,10.8
VEH-283,2024-07-12,general_check,814.96,General Check - emergency,MECH-13,139884,2025-03-14,9.6
VEH-192,2026-02-13,replacement,1972.3,Replacement - scheduled,MECH-13,22829,2026-10-07,20.4
VEH-276,2025-05-19,oil_change,349.46,Oil Change - emergency,MECH-7,80073,2026-04-29,8.4
VEH-235,2025-02-14,brake_service,1289.65,Brake Service - scheduled,MECH-15,44138,2025-12-24,22.0
VEH-120,2024-05-06,brake_service,1928.27,Brake Service - routine,MECH-9,49787,2024-12-30,21.6
VEH-270,2026-03-03,tire_rotation,299.12,Tire Rotation - preventive,MECH-5,13195,2026-08-24,6.3
VEH-201,2024-12-26,repair,57.73,Repair - preventive,MECH-19,198517,2025-02-01,9.9
VEH-293,2026-01-08,general_check,648.93,General Check - routine,MECH-17,85817,2026-03-25,23.6
VEH-165,2025-08-16,oil_change,400.11,Oil Change - scheduled,MECH-13,55816,2026-02-14,11.9
VEH-284,2025-11-28,oil_change,122.32,Oil Change - scheduled,MECH-9,132341,2026-08-26,19.1
VEH-076,2024-12-03,general_check,643.03,General Check - scheduled,MECH-19,23888,,2.0
VEH-254,2026-01-04,oil_change,1618.94,Oil Change - emergency,MECH-13,117488,2026-11-29,10.3
VEH-205,2025-10-20,repair,154.39,Repair - scheduled,MECH-10,92907,2026-03-03,11.7
VEH-176,2024-05-01,oil_change,125.67,Oil Change - scheduled,MECH-2,50024,2025-01-28,23.8
VEH-230,2025-08-29,brake_service,437.31,Brake Service - emergency,MECH-7,147959,2026-08-09,22.5
VEH-210,2024-08-30,inspection,1271.72,Inspection - routine,MECH-13,186260,2024-11-18,3.7
VEH-001,2026-01-21,tire_rotation,1457.8,Tire Rotation - routine,MECH-10,13563,,11.5
VEH-233,2024-12-10,inspection,1705.62,Inspection - preventive,MECH-3,193605,2025-06-15,23.1
VEH-021,2024-06-06,general_check,1527.61,General Check - scheduled,MECH-18,165084,2025-05-06,15.3
VEH-207,2024-05-25,oil_change,127.07,Oil Change - routine,MECH-2,15249,2024-10-13,2.9
VEH-209,2024-05-25,repair,478.59,Repair - scheduled,MECH-3,128185,2025-04-01,2.3
VEH-131,2026-03-13,inspection,1256.82,Inspection - emergency,MECH-7,140391,2026-06-29,18.6
VEH-200,2025-09-24,repair,65.49,Repair - scheduled,MECH-20,49471,2025-11-09,24.0
VEH-001,2024-06-14,oil_change,1420.82,Oil Change - routine,MECH-2,184226,2025-05-13,5.2
VEH-231,2024-11-23,brake_service,51.35,Brake Service - scheduled,MECH-8,65902,2025-03-17,2.1
VEH-146,2025-07-24,inspection,812.63,Inspection - preventive,MECH-3,173394,2025-12-27,22.1
VEH-219,2024-07-14,tire_rotation,526.84,Tire Rotation - routine,MECH-20,192556,2025-03-26,8.8
VEH-293,2024-07-01,brake_service,1074.2,Brake Service - emergency,MECH-14,25417,2025-01-30,11.1
VEH-239,2026-02-24,repair,325.68,Repair - routine,MECH-4,117480,2027-01-14,20.1
VEH-112,2024-10-18,general_check,702.48,General Check - routine,MECH-11,61507,2025-02-21,19.9
VEH-215,2025-01-01,replacement,518.31,Replacement - preventive,MECH-13,64191,2025-12-19,4.4
VEH-046,2024-06-11,brake_service,1218.87,Brake Service - routine,MECH-20,32635,2024-09-07,17.7
VEH-083,2024-08-22,replacement,1385.57,Replacement - routine,MECH-7,136350,2025-03-24,12.0
VEH-220,2025-01-10,brake_service,1843.58,Brake Service - scheduled,MECH-12,159388,2025-08-12,6.4
VEH-082,2025-03-04,oil_change,1338.39,Oil Change - routine,MECH-17,165487,2025-10-19,2.5
VEH-061,2025-08-19,repair,1009.36,Repair - preventive,MECH-9,104192,2026-04-18,6.7
VEH-271,2025-01-12,oil_change,1089.79,Oil Change - routine,MECH-16,94186,2025-03-28,19.3
VEH-019,2025-01-13,repair,814.24,Repair - emergency,MECH-3,98241,2025-04-21,11.1
VEH-247,2026-02-03,general_check,1799.24,General Check - routine,MECH-17,31868,2026-04-23,20.5
VEH-164,2025-12-09,repair,1427.77,Repair - preventive,MECH-3,82986,2026-09-23,13.7
VEH-277,2024-07-04,oil_change,1869.4,Oil Change - routine,MECH-7,66568,2024-10-16,16.0
VEH-097,2025-06-04,brake_service,678.1,Brake Service - emergency,MECH-3,25897,2025-09-22,20.3
