date,location,fuel_type,price_per_liter,station_brand
2024-07-20,Leipzig,diesel,2.117,Rewe
2026-04-11,Cologne,petrol,1.522,EDEKA
2024-04-13,Dortmund,diesel,1.611,EDEKA
2025-05-19,Leipzig,e10,2.168,Total
2025-12-06,Cologne,e5,2.165,Shell
2024-09-19,Berlin,petrol,1.256,Aral
2026-01-28,Berlin,electric,0.458,EDEKA
2024-06-26,Frankfurt,diesel,1.659,Total
2025-07-19,Hamburg,electric,0.46,Total
2025-08-13,Hamburg,e5,1.803,EDEKA
2024-06-06,Hamburg,electric,0.467,Aral
2025-12-07,Stuttgart,diesel,1.566,Shell
2024-10-12,Berlin,diesel,1.45,Rewe
2025-10-26,Cologne,e10,1.243,BP
2026-01-13,Leipzig,e5,1.749,Total
2025-11-10,Cologne,e10,1.258,BP
2024-09-14,Dusseldorf,petrol,1.403,BP
2024-05-31,Munich,e5,1.638,BP
2025-11-20,Dresden,electric,0.216,Aral
2025-02-22,Frankfurt,e5,1.376,Aral
2024-08-10,Dortmund,e10,2.189,Rewe
2026-01-28,Hamburg,e5,6.213000000000001,Aral
2026-04-02,Stuttgart,diesel,1.319,EDEKA
2024-05-26,Dortmund,diesel,1.423,BP
2025-04-22,Munich,petrol,1.634,Total
2024-06-26,Frankfurt,electric,0.382,Rewe
2024-05-22,Frankfurt,e10,1.499,BP
2026-03-07,Dusseldorf,diesel,1.792,Rewe
2025-04-11,Cologne,e10,1.529,Total
2024-06-14,Stuttgart,diesel,1.333,EDEKA
2024-08-01,Dortmund,petrol,1.962,Rewe
2024-10-23,Dusseldorf,petrol,1.996,Shell
2024-11-10,Dresden,petrol,1.772,Shell
2025-10-31,Frankfurt,e5,1.734,Aral
2025-02-15,Leipzig,petrol,2.083,Rewe
2025-02-20,Dusseldorf,e10,1.234,EDEKA
2024-11-03,Leipzig,petrol,2.011,Shell
2025-05-09,Dusseldorf,e10,2.056,EDEKA
2026-02-23,Dusseldorf,petrol,1.4,EDEKA
2024-12-05,Dusseldorf,e5,2.026,Shell
2024-08-16,Dortmund,electric,0.346,Aral
2025-05-14,Dusseldorf,e10,1.826,BP
2024-06-04,Dresden,diesel,2.021,Shell
2025-08-25,Dortmund,e10,1.649,Total
2024-07-23,Frankfurt,e5,1.637,Total
2025-07-07,Stuttgart,diesel,1.448,Aral
2025-07-31,Berlin,petrol,1.251,EDEKA
2025-04-20,Dortmund,petrol,1.789,EDEKA
2024-09-26,Berlin,diesel,1.542,BP
2025-03-22,Frankfurt,e10,1.3,Shell
2025-06-17,Cologne,e10,1.512,EDEKA
2025-03-27,Leipzig,electric,0.206,BP
2025-10-31,Dresden,diesel,1.91,EDEKA
2024-11-20,Leipzig,diesel,1.818,EDEKA
2024-06-04,Stuttgart,e10,1.364,Aral
2024-10-07,Dortmund,petrol,1.925,Aral
2026-02-15,Stuttgart,e10,2.091,EDEKA
2025-10-20,Cologne,electric,0.411,Rewe
2024-08-30,Dusseldorf,diesel,2.116,BP
2025-04-27,Dortmund,e5,1.602,Aral
2025-09-22,Berlin,electric,0.325,Total
2025-11-11,Leipzig,e10,2.128,BP
2025-10-31,Dusseldorf,e10,1.634,Aral
2024-04-29,Dresden,petrol,1.507,EDEKA
2024-06-15,Munich,diesel,1.381,Shell
2025-04-07,Munich,e10,1.467,EDEKA
2025-03-07,Stuttgart,electric,0.28,Aral
2024-07-09,Berlin,e10,2.126,Shell
2025-04-09,Dresden,e5,2.081,Rewe
2025-01-30,Cologne,electric,0.331,Shell
2024-04-13,Stuttgart,e5,1.722,BP
2024-07-05,Berlin,e5,1.734,Rewe
2025-02-17,Cologne,petrol,1.736,Aral
2024-06-27,Munich,diesel,1.983,Rewe
2024-07-22,Munich,e10,1.205,Shell
2024-12-28,Dusseldorf,petrol,1.27,Total
2025-05-23,Munich,electric,0.346,EDEKA
2025-09-16,Dresden,e5,1.214,Rewe
2024-12-03,Dusseldorf,diesel,4.1129999999999995,Total
2025-09-18,Hamburg,electric,0.44,Rewe
2024-08-04,Leipzig,diesel,2.033,BP
2025-10-28,Dresden,e10,1.602,Total
2025-06-04,Dortmund,e10,1.971,BP
2026-04-09,Leipzig,diesel,2.055,Aral
2025-10-22,Stuttgart,e5,1.974,Aral
2025-10-09,Munich,e10,2.073,Total
2025-03-08,Leipzig,electric,0.307,Total
2025-11-22,Munich,diesel,2.112,Rewe
2024-06-13,Stuttgart,diesel,1.866,Total
2025-10-28,Dusseldorf,e5,2.116,EDEKA
2025-03-29,Munich,e5,1.362,Shell
2025-08-22,Dusseldorf,electric,0.354,Shell
2025-03-31,Berlin,e5,2.013,Total
2025-11-22,Cologne,diesel,2.151,BP
2026-01-06,Munich,e10,1.504,Rewe
2024-11-18,Dusseldorf,e10,1.399,Shell
2025-09-03,Dresden,electric,0.257,EDEKA
2026-02-11,Berlin,electric,0.342,Rewe
2026-02-23,Stuttgart,diesel,1.341,EDEKA
2025-01-09,Dresden,e10,2.098,Shell
2024-10-19,Stuttgart,diesel,1.552,Rewe
2025-06-11,Munich,petrol,1.706,Shell
2024-08-16,Frankfurt,petrol,1.268,EDEKA
2025-08-13,Frankfurt,e5,1.727,Shell
2025-10-02,Cologne,diesel,1.557,EDEKA
2024-09-12,Berlin,diesel,1.573,BP
2024-04-26,Hamburg,diesel,2.035,EDEKA
2024-09-05,Frankfurt,e5,1.329,BP
2025-11-28,Munich,e10,2.051,Total
2024-10-18,Dusseldorf,e10,1.558,Shell
2025-01-14,Munich,e10,2.011,Rewe
2026-02-18,Stuttgart,diesel,2.082,Rewe
2024-11-23,Dortmund,electric,0.404,Total
2025-04-18,Munich,diesel,2.121,Rewe
2025-10-13,Cologne,e10,1.251,Aral
2025-12-12,Munich,petrol,1.234,Total
2025-06-08,Hamburg,diesel,1.608,Shell
2025-11-24,Cologne,e10,1.377,EDEKA
2024-06-25,Berlin,e5,2.028,Total
2024-07-08,Hamburg,e5,1.9,Aral
2024-07-11,Munich,e5,1.418,Total
2025-05-05,Berlin,petrol,1.704,BP
2024-09-25,Hamburg,electric,0.456,Total
2025-03-26,Dortmund,electric,0.246,Aral
2024-08-26,Stuttgart,petrol,2.049,Rewe
2025-02-07,Stuttgart,e10,2.194,Rewe
2025-04-23,Dusseldorf,e10,1.757,Total
2025-10-23,Cologne,electric,0.413,Total
2024-07-21,Cologne,petrol,1.249,Total
2024-05-12,Dortmund,e5,2.079,Aral
2025-03-05,Frankfurt,e10,1.932,Total
2026-01-03,Stuttgart,diesel,1.217,BP
2025-12-10,Stuttgart,e5,2.187,Rewe
2025-12-05,Dusseldorf,petrol,1.32,Total
2024-09-07,Hamburg,electric,0.369,Shell
2024-09-22,Cologne,e5,1.704,BP
2024-07-08,Dusseldorf,e5,1.704,Shell
2025-07-05,Cologne,petrol,1.608,EDEKA
2026-02-27,Stuttgart,petrol,1.246,Shell
2024-09-18,Stuttgart,petrol,1.354,Total
2025-07-29,Dresden,diesel,1.991,Shell
2025-09-21,Cologne,e10,1.285,Rewe
2026-01-31,Cologne,e10,1.735,EDEKA
2025-01-27,Dusseldorf,petrol,2.077,Aral
2025-01-18,Dresden,e5,1.624,Aral
2024-05-08,Dresden,e10,2.04,BP
2025-08-28,Munich,e5,1.935,EDEKA
2024-06-10,Hamburg,petrol,1.753,Shell
2025-07-21,Hamburg,e10,1.413,Shell
2025-12-14,Hamburg,e10,1.878,EDEKA
2024-11-26,Dortmund,e10,1.88,Rewe
2026-02-20,Leipzig,petrol,1.22,EDEKA
2024-07-25,Dusseldorf,e5,1.621,Aral
2025-12-22,Frankfurt,electric,0.24,BP
2024-08-08,Frankfurt,electric,0.425,EDEKA
2024-12-09,Hamburg,e10,1.471,EDEKA
2025-09-26,Berlin,e10,2.014,Rewe
2025-03-04,Cologne,petrol,1.394,Shell
2024-04-24,Frankfurt,diesel,1.211,Shell
2025-11-22,Munich,diesel,1.657,Aral
2024-07-01,Dusseldorf,e10,1.289,Total
2025-01-07,Dusseldorf,electric,0.414,Rewe
2025-09-18,Berlin,diesel,2.106,Aral
2025-05-31,Dusseldorf,electric,0.229,EDEKA
2024-10-19,Dresden,electric,0.376,Rewe
2026-03-30,Leipzig,e10,3.84,Rewe
2026-04-07,Dortmund,petrol,1.494,BP
2025-11-06,Hamburg,diesel,1.631,BP
2025-05-13,Leipzig,e10,1.852,EDEKA
2025-07-16,Frankfurt,petrol,1.954,Rewe
2025-01-10,Stuttgart,e10,1.726,BP
2025-11-17,Berlin,petrol,1.254,Shell
2025-07-22,Stuttgart,e10,1.993,Aral
2025-01-22,Cologne,diesel,1.255,Aral
2024-11-01,Hamburg,e10,1.811,BP
2026-04-06,Stuttgart,diesel,2.035,BP
2026-03-24,Hamburg,e10,2.053,Total
2025-09-21,Munich,petrol,1.318,Rewe
2024-07-16,Stuttgart,petrol,2.075,Shell
2026-02-11,Hamburg,petrol,2.162,BP
2025-01-08,Dortmund,e10,2.031,BP
2024-11-14,Frankfurt,e5,1.846,Shell
2024-11-04,Dortmund,e5,1.842,Shell
2025-06-15,Stuttgart,petrol,1.521,BP
2025-08-21,Dresden,e5,1.371,Rewe
2025-03-02,Dusseldorf,electric,0.351,Shell
2025-02-21,Dusseldorf,e5,1.988,Rewe
2025-09-01,Leipzig,diesel,1.682,Aral
2025-03-12,Frankfurt,diesel,1.633,Aral
2024-12-07,Stuttgart,electric,0.456,Aral
2024-08-02,Cologne,petrol,1.355,EDEKA
2025-02-22,Dortmund,diesel,1.697,BP
2025-05-02,Leipzig,electric,0.238,Total
2026-03-08,Munich,e5,1.342,BP
2025-08-13,Dusseldorf,e5,1.289,Shell
2025-04-10,Dortmund,e10,1.834,Aral
2024-07-09,Frankfurt,petrol,1.391,Total
2025-04-04,Stuttgart,petrol,1.905,Shell
2024-10-01,Frankfurt,e10,1.76,Shell
2025-12-09,Hamburg,petrol,1.794,Aral
2024-04-28,Hamburg,electric,0.444,Shell
2025-05-15,Munich,electric,0.496,EDEKA
2025-05-10,Frankfurt,petrol,1.351,BP
2025-12-11,Hamburg,e10,2.198,BP
2025-08-09,Dusseldorf,diesel,1.416,Total
2026-03-04,Dortmund,diesel,1.773,Rewe
2025-02-27,Cologne,petrol,1.543,EDEKA
2026-01-18,Dusseldorf,electric,0.487,Shell
2026-02-20,Hamburg,electric,0.486,Aral
2026-02-18,Stuttgart,petrol,1.246,Aral
2024-08-17,Berlin,e5,1.58,Rewe
2025-03-06,Leipzig,electric,0.369,Rewe
2025-12-18,Dresden,e5,2.026,EDEKA
2026-02-19,Munich,diesel,1.928,BP
2024-11-09,Dresden,petrol,1.948,BP
2025-05-28,Stuttgart,diesel,2.121,EDEKA
2025-11-13,Cologne,e10,1.845,Total
2024-04-17,Hamburg,electric,0.439,EDEKA
2024-09-14,Dusseldorf,diesel,2.037,Rewe
2025-11-07,Dortmund,electric,0.344,Shell
2025-05-28,Cologne,electric,0.449,BP
2024-06-02,Dresden,electric,0.48,Rewe
2024-04-22,Dortmund,petrol,6.255,Rewe
2025-12-26,Munich,diesel,1.953,Rewe
2026-02-05,Hamburg,e10,1.586,EDEKA
2025-06-07,Dusseldorf,e5,1.322,Total
2024-12-17,Cologne,e10,1.374,Total
2026-01-12,Dusseldorf,e5,1.887,Total
2024-07-29,Cologne,electric,1.356,EDEKA
2025-01-15,Dortmund,e10,1.952,Aral
2024-09-22,Leipzig,petrol,1.875,Shell
2025-12-12,Berlin,electric,0.411,Aral
2025-12-09,Munich,diesel,1.536,Total
2025-07-26,Munich,e5,1.803,Rewe
2024-05-22,Dortmund,e10,1.697,EDEKA
2024-09-04,Frankfurt,e10,1.689,Aral
2024-05-14,Frankfurt,petrol,1.847,Shell
2025-08-20,Munich,e5,1.553,Rewe
2025-04-18,Dresden,e10,1.236,Rewe
2026-03-17,Stuttgart,diesel,1.889,BP
2025-11-06,Cologne,e5,1.283,Aral
2026-04-01,Frankfurt,petrol,1.504,Rewe
2024-10-29,Leipzig,electric,0.465,Rewe
2024-05-30,Dusseldorf,petrol,1.385,BP
2025-08-25,Stuttgart,diesel,1.525,Shell
2025-04-12,Berlin,e5,1.78,BP
2026-02-06,Leipzig,electric,0.428,BP
2024-10-19,Munich,e10,1.488,Aral
2024-09-15,Leipzig,e5,2.168,Shell
2025-01-10,Dortmund,electric,0.247,BP
2025-11-14,Dusseldorf,petrol,2.159,BP
2024-11-26,Dresden,e10,1.944,Rewe
2024-09-22,Hamburg,electric,0.265,Total
2025-07-01,Dresden,e5,2.077,Aral
2024-06-11,Frankfurt,e5,1.484,BP
2024-09-21,Dresden,e5,2.105,Shell
2024-06-11,Leipzig,electric,0.336,BP
2025-10-22,Dusseldorf,electric,0.349,BP
2024-08-04,Cologne,petrol,1.523,EDEKA
2024-06-24,Leipzig,petrol,2.125,Aral
2025-04-01,Stuttgart,diesel,1.323,BP
2026-02-27,Dusseldorf,diesel,2.154,Total
2024-05-25,Dusseldorf,petrol,1.548,EDEKA
2025-07-25,Cologne,electric,0.411,Total
2025-02-25,Dusseldorf,petrol,1.519,Rewe
2025-01-21,Dortmund,petrol,1.64,BP
2026-01-29,Frankfurt,petrol,1.394,EDEKA
2025-08-27,Dresden,diesel,1.436,Total
2026-03-30,Hamburg,e10,1.689,Total
2024-05-04,Hamburg,diesel,5.922,BP
2024-12-30,Hamburg,diesel,1.896,Total
2025-04-28,Leipzig,e5,1.272,Shell
2024-09-23,Leipzig,electric,0.221,BP
2025-07-09,Hamburg,e10,1.566,BP
2025-09-08,Dresden,e10,1.262,Rewe
2025-03-04,Hamburg,diesel,1.479,Aral
2024-11-08,Dortmund,petrol,1.606,EDEKA
2024-08-18,Dortmund,e5,1.686,BP
2025-07-20,Stuttgart,e10,1.436,Total
2025-10-17,Munich,e10,1.533,Aral
2024-12-09,Hamburg,petrol,1.602,Aral
2025-03-16,Stuttgart,e5,1.915,Aral
2025-06-16,Dusseldorf,e10,2.185,EDEKA
2025-04-13,Berlin,electric,0.251,EDEKA
2026-01-28,Leipzig,e5,2.007,EDEKA
2025-11-10,Leipzig,e10,1.797,EDEKA
2026-02-06,Frankfurt,petrol,2.18,BP
2025-04-06,Leipzig,petrol,1.72,Total
2025-07-25,Munich,petrol,1.822,Rewe
2025-04-25,Dortmund,petrol,1.571,Total
2024-08-20,Dortmund,petrol,1.332,Total
2025-04-21,Dusseldorf,electric,0.263,Rewe
2025-06-02,Munich,e5,1.498,Aral
2024-09-22,Munich,petrol,1.519,BP
2025-07-08,Leipzig,electric,0.43,Aral
2025-02-20,Leipzig,e10,1.23,Rewe
2025-07-09,Frankfurt,diesel,2.083,Total
2025-04-15,Dresden,e10,1.764,Shell
2024-06-02,Berlin,electric,0.344,Rewe
2025-02-27,Berlin,electric,0.411,Aral
2025-12-19,Munich,diesel,4.674,Shell
2024-11-02,Stuttgart,petrol,2.033,BP
2024-08-28,Munich,electric,0.392,Aral
2025-10-01,Berlin,e5,1.513,Aral
2025-07-15,Cologne,e10,1.285,Total
2026-01-21,Stuttgart,electric,0.237,Aral
2025-08-20,Hamburg,petrol,1.692,Aral
2025-04-27,Leipzig,diesel,1.529,BP
2024-11-03,Dresden,e10,2.023,Total
2025-01-06,Dortmund,e5,1.669,BP
2024-07-11,Dresden,e5,1.568,Rewe
2025-07-22,Berlin,e5,1.316,Rewe
2025-04-19,Hamburg,diesel,1.549,BP
2025-10-02,Stuttgart,e10,1.964,BP
2025-12-05,Hamburg,e10,2.101,EDEKA
2025-11-10,Dortmund,e10,1.426,Total
2025-01-10,Dusseldorf,e10,1.967,Total
2025-05-02,Munich,electric,0.354,Aral
2024-04-21,Dresden,diesel,1.817,EDEKA
2025-07-26,Dortmund,petrol,1.824,Shell
2025-05-27,Dusseldorf,electric,0.356,Shell
2025-02-03,Frankfurt,e5,1.649,Shell
2025-11-27,Cologne,petrol,1.586,Aral
2025-06-05,Berlin,e5,1.565,Shell
2026-04-06,Stuttgart,e5,1.728,Rewe
2025-08-10,Cologne,e10,1.778,EDEKA
2025-08-08,Dusseldorf,electric,0.266,EDEKA
2025-05-18,Stuttgart,e10,1.412,EDEKA
2025-01-09,Leipzig,petrol,1.631,Total
2025-08-04,Dresden,electric,0.294,EDEKA
2024-08-06,Cologne,e5,1.448,Total
2026-04-03,Hamburg,electric,0.448,Shell
2026-01-21,Frankfurt,diesel,1.671,Total
2024-05-16,Leipzig,e10,1.97,Aral
2025-01-15,Hamburg,diesel,2.12,EDEKA
2025-03-13,Dresden,e5,1.532,Aral
2025-08-21,Dusseldorf,petrol,1.962,Aral
2024-05-30,Frankfurt,diesel,1.652,Rewe
2024-06-09,Dortmund,e5,1.685,Total
2025-10-05,Berlin,petrol,1.28,Shell
2026-01-10,Munich,e5,1.822,Rewe
2024-12-01,Munich,diesel,1.292,Total
2025-08-02,Hamburg,e5,1.482,Total
2025-07-25,Dusseldorf,petrol,2.044,Aral
2026-02-05,Dusseldorf,electric,0.467,Shell
2025-03-15,Stuttgart,electric,0.471,Aral
2025-07-17,Dortmund,petrol,1.898,Shell
2026-03-07,Stuttgart,e10,2.036,Rewe
2025-08-12,Dortmund,electric,0.337,BP
2024-12-04,Stuttgart,e10,1.53,Total
2025-03-16,Hamburg,diesel,2.165,BP
2026-03-28,Frankfurt,diesel,2.15,Total
2025-09-27,Dortmund,diesel,2.15,BP
2025-10-13,Munich,diesel,1.63,BP
2025-09-07,Hamburg,e5,2.05,EDEKA
2025-01-16,Stuttgart,electric,0.233,EDEKA
2025-01-17,Leipzig,electric,0.283,Shell
2025-08-09,Frankfurt,electric,0.342,BP
2025-06-20,Frankfurt,electric,0.498,EDEKA
2024-06-21,Dresden,electric,0.479,EDEKA
2024-05-14,Hamburg,diesel,1.876,Rewe
2025-02-07,Stuttgart,petrol,1.698,Aral
2025-12-05,Dortmund,electric,0.467,EDEKA
2025-10-09,Frankfurt,petrol,1.884,Shell
2024-12-30,Dortmund,e5,1.247,Total
2024-10-03,Stuttgart,petrol,1.984,BP
2025-12-06,Stuttgart,diesel,1.952,Shell
2024-08-26,Dusseldorf,electric,0.225,Aral
2024-10-24,Leipzig,e5,1.46,BP
2024-12-23,Munich,e10,1.688,Total
2025-03-22,Berlin,diesel,1.433,EDEKA
2024-12-05,Dortmund,e10,1.76,BP
2025-03-22,Dusseldorf,e10,1.741,Shell
2025-10-06,Munich,e10,1.479,Aral
2026-01-13,Munich,electric,0.384,Aral
2025-07-29,Dusseldorf,petrol,1.688,Aral
2026-02-28,Frankfurt,petrol,1.836,Total
2024-10-25,Cologne,petrol,2.181,Shell
2026-01-11,Cologne,electric,0.22,BP
2024-07-21,Berlin,diesel,1.222,Shell
2025-02-18,Leipzig,electric,0.269,Aral
2026-03-10,Munich,electric,0.295,BP
2025-10-14,Munich,diesel,1.612,Rewe
2024-11-02,Hamburg,diesel,2.106,Aral
2025-11-13,Hamburg,e5,1.657,Rewe
2025-06-11,Hamburg,petrol,1.243,Rewe
2025-04-12,Dresden,e5,1.231,Aral
2024-08-26,Munich,petrol,1.986,Aral
2024-09-29,Cologne,e5,1.492,Shell
2024-07-27,Munich,diesel,2.082,EDEKA
2024-08-05,Berlin,diesel,1.785,Total
2024-11-16,Dresden,electric,0.32,Rewe
2025-01-20,Dortmund,diesel,1.588,Aral
2026-01-19,Dortmund,electric,0.492,EDEKA
2024-07-06,Hamburg,electric,0.232,BP
2025-06-24,Dusseldorf,e10,1.984,Aral
2025-06-19,Cologne,diesel,1.616,Shell
2024-11-11,Dresden,petrol,1.373,Total
2024-05-26,Berlin,e10,1.554,Shell
2026-01-08,Cologne,diesel,1.995,BP
2024-07-14,Dusseldorf,diesel,1.262,Rewe
2024-06-23,Stuttgart,diesel,1.371,Rewe
2024-05-22,Dortmund,e5,2.014,BP
2025-10-11,Hamburg,petrol,6.291,Rewe
2025-06-13,Stuttgart,e5,1.676,Rewe
2024-12-01,Leipzig,petrol,1.93,Aral
2025-11-21,Dortmund,electric,0.357,Total
2024-05-04,Leipzig,e5,1.89,Shell
2025-09-24,Frankfurt,petrol,1.338,Aral
2025-12-29,Dusseldorf,diesel,1.331,BP
2026-02-21,Leipzig,diesel,1.697,BP
2024-05-20,Leipzig,petrol,2.087,Rewe
2024-12-26,Stuttgart,diesel,1.398,Rewe
2024-10-02,Dusseldorf,e10,1.973,Rewe
2026-01-09,Berlin,electric,0.439,EDEKA
2025-04-04,Munich,diesel,2.016,Total
2024-05-04,Dresden,diesel,1.207,Aral
2025-08-26,Stuttgart,e10,1.753,Rewe
2026-01-14,Berlin,diesel,1.98,Shell
2025-12-06,Cologne,petrol,1.774,EDEKA
2024-07-26,Dusseldorf,e10,1.95,Rewe
2024-08-17,Leipzig,diesel,1.814,Aral
2024-12-02,Leipzig,e5,1.338,Rewe
2025-12-21,Munich,electric,0.364,EDEKA
2025-04-07,Cologne,petrol,1.228,BP
2025-12-27,Cologne,e10,2.019,Rewe
2026-01-22,Cologne,petrol,2.077,Shell
2025-11-08,Berlin,diesel,1.345,BP
2025-06-21,Dusseldorf,diesel,1.891,Total
2025-02-02,Dusseldorf,e5,1.314,Rewe
2024-07-12,Dortmund,e10,1.352,Shell
2025-04-03,Dortmund,electric,0.45,BP
2026-01-29,Munich,diesel,1.319,Total
2024-07-19,Dortmund,electric,0.37,Total
2024-09-06,Leipzig,electric,0.294,Aral
2024-10-26,Cologne,e10,1.578,EDEKA
2026-02-24,Dortmund,electric,0.43,Total
2025-12-23,Dresden,electric,0.452,BP
2025-02-20,Dresden,e10,1.49,Aral
2026-02-13,Cologne,diesel,1.714,EDEKA
2024-04-28,Munich,diesel,1.882,Rewe
2024-08-10,Munich,petrol,1.484,Shell
2024-08-26,Cologne,e5,2.034,Aral
2025-02-19,Cologne,e10,1.705,Rewe
2024-09-12,Stuttgart,petrol,1.849,BP
2026-03-10,Hamburg,e10,1.737,Aral
2025-09-10,Dusseldorf,e10,1.781,Aral
2025-03-01,Hamburg,e10,1.827,Rewe
2025-04-30,Dresden,petrol,1.704,Shell
2025-05-02,Dortmund,electric,0.343,Rewe
2024-09-19,Munich,electric,0.336,EDEKA
2024-11-02,Hamburg,diesel,1.576,Aral
2025-01-25,Munich,e5,2.071,EDEKA
2024-11-15,Berlin,e5,1.82,Shell
2024-05-12,Stuttgart,electric,0.262,Aral
2025-04-06,Leipzig,diesel,2.119,Aral
2024-04-18,Stuttgart,electric,0.247,BP
2024-07-19,Dortmund,e5,2.059,Rewe
2024-04-20,Stuttgart,petrol,1.482,BP
2025-10-24,Hamburg,petrol,2.01,Aral
2024-06-10,Cologne,electric,0.293,EDEKA
2025-04-02,Berlin,diesel,1.262,Total
2025-12-31,Dresden,diesel,1.89,EDEKA
2024-10-08,Stuttgart,e10,1.518,Rewe
2025-01-28,Stuttgart,electric,0.481,BP
2025-04-14,Dusseldorf,petrol,1.827,Total
2024-09-17,Frankfurt,e5,1.336,EDEKA
2025-08-05,Berlin,e5,2.039,Aral
2026-01-21,Munich,e10,2.093,Rewe
2025-06-04,Stuttgart,diesel,1.257,BP
2025-11-06,Dresden,diesel,1.379,Shell
2025-12-16,Stuttgart,e5,1.379,BP
2026-01-20,Stuttgart,diesel,1.398,Total
2024-12-21,Dortmund,electric,0.468,Rewe
2026-01-30,Dresden,petrol,1.821,Total
2025-08-06,Dortmund,e10,1.804,Aral
2025-04-26,Dusseldorf,e5,1.43,BP
2025-07-11,Dortmund,diesel,1.284,Total
2024-09-29,Munich,electric,0.341,BP
2025-05-27,Leipzig,petrol,2.128,Shell
2025-10-02,Dortmund,electric,0.34,BP
2024-10-02,Munich,petrol,1.683,EDEKA
2024-11-13,Hamburg,petrol,1.238,Aral
2026-04-09,Dresden,e5,1.218,Rewe
2025-02-27,Stuttgart,petrol,1.912,EDEKA
2025-06-14,Dusseldorf,electric,0.315,Aral
2024-09-02,Hamburg,e10,2.12,Total
2024-10-28,Frankfurt,petrol,1.584,EDEKA
2024-10-30,Frankfurt,diesel,1.992,Shell
2025-12-21,Dortmund,e5,1.979,Aral
2024-05-06,Munich,e5,2.194,Total
2025-02-22,Munich,diesel,2.129,BP
2025-07-19,Dortmund,e5,1.671,BP
2025-08-02,Berlin,petrol,2.028,Shell
2026-02-22,Stuttgart,diesel,1.891,Shell
2024-06-17,Frankfurt,e10,1.459,Total
2025-06-05,Dresden,e10,1.954,Total
2024-06-27,Stuttgart,e5,1.731,BP
2024-06-29,Leipzig,petrol,1.869,Aral
2025-10-31,Cologne,electric,0.365,EDEKA
2025-04-10,Berlin,e5,1.696,Total
2024-11-28,Frankfurt,e5,2.159,Rewe
2025-01-17,Frankfurt,electric,0.417,Rewe
2025-04-03,Munich,diesel,1.542,Total
2026-03-24,Berlin,diesel,1.377,Shell
2026-02-05,Dusseldorf,e10,1.499,BP
2026-02-11,Dortmund,petrol,1.824,Rewe
2025-06-02,Dortmund,electric,0.347,EDEKA
2026-01-01,Leipzig,e10,1.932,EDEKA
2024-10-22,Leipzig,e5,1.286,Rewe
2025-10-15,Dresden,e10,2.197,Shell
2024-11-17,Stuttgart,e10,1.25,Aral
2025-11-09,Leipzig,e10,1.376,BP
2025-09-02,Cologne,e10,1.499,EDEKA
2024-09-03,Dresden,electric,0.355,EDEKA
2025-06-23,Leipzig,electric,0.291,Aral
2026-02-16,Dortmund,e10,1.34,BP
2025-02-12,Dresden,electric,0.279,Shell
2024-08-04,Dortmund,electric,0.479,BP
2024-05-30,Frankfurt,diesel,1.634,Aral
2026-04-01,Leipzig,e5,1.341,Total
2025-03-06,Cologne,petrol,1.554,Shell
2025-08-29,Munich,e10,1.295,Aral
2026-04-11,Hamburg,electric,0.397,Total
2025-10-13,Berlin,electric,0.377,Aral
2025-03-14,Dortmund,electric,0.253,Rewe
2025-11-06,Dresden,diesel,1.483,EDEKA
2024-05-15,Stuttgart,e10,1.206,Aral
2025-11-06,Dortmund,petrol,1.9,Rewe
2025-05-08,Cologne,electric,0.358,Shell
2025-07-30,Berlin,diesel,1.754,BP
2025-12-09,Dortmund,petrol,1.218,Rewe
2024-05-31,Stuttgart,e10,1.371,Rewe
2024-07-23,Dresden,petrol,1.582,Rewe
2025-08-18,Stuttgart,diesel,2.044,EDEKA
2025-05-11,Dresden,diesel,1.262,EDEKA
2024-05-22,Frankfurt,e10,1.727,Shell
2024-07-24,Dortmund,e5,2.05,Rewe
2024-11-02,Munich,petrol,2.193,Total
2025-11-20,Cologne,e5,2.187,Aral
2024-06-30,Munich,e10,1.575,BP
2025-09-06,Hamburg,e5,1.688,EDEKA
2024-05-26,Cologne,petrol,2.051,Aral
2025-02-25,Dusseldorf,e10,2.013,EDEKA
2025-03-03,Dortmund,e10,1.314,EDEKA
2025-07-18,Dusseldorf,electric,0.319,Rewe
2024-10-07,Hamburg,electric,0.297,Total
2024-06-04,Frankfurt,electric,0.293,Aral
2024-04-30,Dresden,e5,1.727,BP
2025-02-25,Hamburg,e5,1.372,Total
2026-02-18,Berlin,e10,1.69,Total
2025-01-21,Dortmund,e5,1.983,Total
2026-04-09,Dusseldorf,petrol,1.615,Rewe
2025-10-19,Cologne,e5,6.156000000000001,Shell
2025-11-19,Stuttgart,electric,0.201,Rewe
2025-01-31,Stuttgart,e5,1.87,EDEKA
2025-08-10,Frankfurt,petrol,1.537,BP
2025-09-23,Leipzig,electric,0.388,BP
2025-06-05,Frankfurt,e10,1.327,BP
2025-09-28,Hamburg,e10,2.059,Total
2025-09-27,Cologne,diesel,1.79,EDEKA
2024-12-18,Hamburg,petrol,1.325,BP
2024-12-16,Hamburg,e10,1.298,Aral
2024-05-21,Leipzig,diesel,1.609,BP
2025-02-06,Dortmund,e5,1.417,Shell
2024-09-28,Hamburg,e10,1.495,BP
2024-12-10,Stuttgart,electric,0.343,Aral
2024-05-27,Stuttgart,electric,0.468,Shell
2025-07-30,Hamburg,e10,1.201,EDEKA
