driver_id,date,total_deliveries,on_time_deliveries,late_deliveries,rating,customer_complaints,fuel_efficiency,accidents,overtime_hours
DRV-0422,2025-01-06,27,24,3,3.94,3.0,13.03,0,1.1
DRV-0074,2025-10-17,23,7,16,4.17,0.0,15.32,0,0.7
DRV-0335,2026-01-30,7,4,3,4.06,0.0,14.41,1,7.4
DRV-0244,2025-12-12,17,9,8,4.57,3.0,13.67,3,5.9
DRV-0157,2026-01-16,39,29,10,3.47,5.0,7.25,1,1.0
DRV-0451,2025-10-06,25,14,11,3.57,4.0,17.46,2,0.3
DRV-0061,2024-09-08,36,31,5,3.86,5.0,15.21,1,4.0
DRV-0181,2025-04-30,5,4,1,4.75,2.0,7.79,3,6.7
DRV-0327,2025-08-23,7,4,3,4.15,4.0,17.28,2,4.2
DRV-0199,2026-01-23,6,4,2,4.5,4.0,8.65,0,4.6
DRV-0056,2024-06-24,33,10,23,4.88,0.0,9.99,1,2.4
DRV-0086,2025-05-06,37,24,13,3.38,1.0,11.17,0,2.4
DRV-0310,2025-10-22,26,20,6,4.36,5.0,15.06,0,0.1
DRV-0212,2026-03-26,24,23,1,,5.0,14.3,3,7.8
DRV-0336,2024-09-23,14,6,8,4.3,5.0,6.13,0,4.4
DRV-0179,2025-08-07,15,12,3,4.29,4.0,15.32,0,0.8
DRV-0439,2024-08-10,6,4,2,3.0,1.0,6.61,2,6.9
DRV-0447,2025-03-22,8,3,5,3.82,4.0,10.04,2,3.5
DRV-0245,2025-04-23,36,7,29,2.91,3.0,11.3,0,0.3
DRV-0217,2024-06-24,17,4,13,3.38,3.0,18.19,3,7.1
DRV-0167,2024-07-09,20,0,20,4.36,3.0,15.53,1,7.1
DRV-0069,2025-04-07,21,4,17,4.36,4.0,7.24,3,5.3
DRV-0360,2025-10-03,16,10,6,2.71,2.0,14.54,0,4.3
DRV-0197,2025-04-05,21,3,18,4.24,4.0,13.83,1,0.1
DRV-0107,2024-11-03,38,15,23,4.11,5.0,15.82,0,7.8
DRV-0426,2025-12-27,11,9,2,3.45,2.0,10.45,1,6.5
DRV-0168,2026-02-02,23,8,15,3.72,3.0,8.01,1,3.2
DRV-0491,2025-09-01,38,37,1,2.93,0.0,6.14,2,2.5
DRV-0496,2025-09-10,11,5,6,3.5,3.0,16.06,2,5.5
DRV-0449,2024-08-19,30,16,14,4.42,0.0,16.4,3,0.3
DRV-0452,2026-02-21,17,7,10,,0.0,12.24,0,1.6
DRV-0371,2024-12-16,33,21,12,2.79,1.0,14.19,1,0.5
DRV-0275,2025-07-27,27,20,7,3.29,1.0,6.04,1,1.9
DRV-0280,2025-06-17,40,20,20,3.26,4.0,19.36,1,2.8
DRV-0007,2025-11-08,22,3,19,2.91,5.0,15.75,1,3.2
DRV-0137,2024-09-28,11,5,6,2.59,,17.96,3,1.2
DRV-0178,2024-10-07,12,9,3,4.66,0.0,13.64,2,7.0
DRV-0321,2025-01-27,27,16,11,,0.0,7.76,0,1.9
DRV-0158,2025-07-27,7,5,2,4.04,2.0,13.47,1,3.1
DRV-0413,2025-02-28,12,1,11,4.27,3.0,11.57,3,2.8
DRV-0095,2026-01-18,23,19,4,3.46,1.0,6.79,0,6.5
DRV-0045,2025-07-28,11,8,3,4.86,0.0,8.63,3,3.8
DRV-0220,2025-09-24,17,5,12,4.41,4.0,9.14,1,5.2
DRV-0445,2025-08-03,34,18,16,3.29,0.0,13.83,0,6.3
DRV-0168,2025-04-05,33,24,9,2.61,1.0,18.07,1,7.7
DRV-0334,2025-03-16,32,25,7,4.09,2.0,17.51,2,7.0
DRV-0468,2026-01-31,36,17,19,2.65,2.0,14.64,1,6.2
DRV-0500,2024-07-05,21,16,5,3.63,,10.66,2,2.8
DRV-0153,2024-06-20,9,8,1,4.33,5.0,19.11,3,5.2
DRV-0265,2024-04-27,11,9,2,3.86,4.0,9.41,2,7.2
DRV-0189,2025-05-12,30,5,25,4.73,5.0,18.98,0,2.8
DRV-0274,2026-02-17,17,16,1,3.02,5.0,16.78,1,4.2
DRV-0153,2025-07-05,31,23,8,2.59,4.0,6.31,0,0.1
DRV-0077,2025-07-02,20,8,12,3.57,2.0,7.09,3,3.3
DRV-0014,2025-12-10,9,8,1,4.32,2.0,17.04,2,7.0
DRV-0354,2025-09-08,17,9,8,4.12,0.0,10.68,2,1.0
DRV-0402,2024-07-07,15,9,6,4.81,3.0,13.78,1,6.8
DRV-0226,2025-12-11,39,29,10,3.98,4.0,12.55,1,1.5
DRV-0133,2024-05-31,18,14,4,4.39,4.0,15.36,2,3.9
DRV-0359,2024-11-23,12,4,8,3.8,2.0,14.2,1,1.6
DRV-0409,2025-02-06,25,5,20,2.51,2.0,10.01,2,7.9
DRV-0271,2025-02-01,16,10,6,4.56,4.0,13.83,0,2.2
DRV-0319,2025-03-08,22,16,6,3.53,1.0,15.21,2,4.2
DRV-0403,2026-04-09,14,8,6,3.66,0.0,8.63,0,0.4
DRV-0457,2025-02-23,29,20,9,4.35,4.0,18.68,2,6.0
DRV-0207,2026-01-29,29,6,23,4.45,0.0,17.31,3,5.4
DRV-0356,2025-08-05,21,8,13,4.88,0.0,7.62,3,5.0
DRV-0088,2024-05-18,23,6,17,2.88,3.0,7.61,0,0.3
DRV-0422,2025-02-11,7,0,7,3.19,4.0,14.71,2,7.3
DRV-0152,2024-05-20,7,6,1,4.37,0.0,13.42,1,2.9
DRV-0085,2025-07-04,31,14,17,4.32,2.0,7.88,2,7.8
DRV-0408,2024-08-02,15,14,1,4.52,5.0,12.55,0,5.0
DRV-0056,2024-06-16,16,1,15,4.57,0.0,8.88,1,3.6
DRV-0294,2025-08-15,18,5,13,4.8,5.0,14.93,0,7.3
DRV-0272,2026-03-14,16,9,7,4.52,3.0,12.04,3,2.5
DRV-0311,2025-07-21,30,5,25,3.8,1.0,17.88,2,5.8
DRV-0277,2025-07-05,31,21,10,4.53,4.0,11.28,1,6.2
DRV-0359,2024-07-28,33,19,14,2.67,2.0,9.48,2,7.5
DRV-0246,2026-03-13,32,13,19,4.59,1.0,14.34,0,6.0
DRV-0177,2026-01-09,23,9,14,3.25,2.0,16.27,2,5.0
DRV-0293,2024-12-21,7,3,4,4.5,4.0,13.82,0,4.9
DRV-0354,2026-04-13,7,5,2,3.88,0.0,11.84,0,1.9
DRV-0304,2025-11-27,19,18,1,3.05,3.0,16.41,2,4.9
DRV-0236,2025-03-22,13,4,9,3.47,4.0,11.79,1,5.7
DRV-0212,2025-07-03,15,5,10,2.94,0.0,18.6,2,5.8
DRV-0283,2024-08-21,23,11,12,3.68,2.0,10.18,3,6.4
DRV-0225,2024-07-25,22,14,8,2.99,0.0,15.48,0,5.1
DRV-0142,2025-12-20,33,25,8,4.4,1.0,7.93,3,7.4
DRV-0022,2025-05-29,29,7,22,2.73,0.0,17.59,3,3.9
DRV-0051,2025-01-27,26,23,3,4.67,5.0,19.98,3,1.9
DRV-0163,2025-02-16,19,17,2,3.98,3.0,14.5,0,4.2
DRV-0251,2025-03-25,16,9,7,4.32,4.0,19.13,1,0.7
DRV-0316,2025-08-20,36,9,27,2.69,5.0,14.57,1,2.3
DRV-0345,2025-05-28,25,16,9,3.94,5.0,6.92,2,7.4
DRV-0203,2024-08-10,10,5,5,3.05,5.0,9.12,0,6.5
DRV-0092,2024-06-13,8,6,2,4.81,5.0,18.54,0,2.2
DRV-0253,2025-10-04,15,7,8,4.35,3.0,14.74,1,4.7
DRV-0419,2025-01-31,11,9,2,2.99,1.0,14.96,2,7.4
DRV-0491,2025-06-28,40,16,24,4.5,1.0,15.96,2,3.4
DRV-0235,2025-01-14,30,25,5,3.8,4.0,18.82,1,6.1
DRV-0167,2025-12-07,14,6,8,4.22,3.0,8.79,2,5.7
DRV-0293,2025-09-29,19,17,2,4.74,0.0,6.62,2,0.7
DRV-0182,2025-09-02,7,3,4,4.71,3.0,19.05,2,5.6
DRV-0476,2025-11-04,28,3,25,3.54,0.0,18.08,1,1.3
DRV-0436,2026-02-28,24,1,23,4.39,2.0,11.45,3,5.3
DRV-0261,2025-04-11,30,9,21,3.68,1.0,6.64,1,2.2
DRV-0046,2025-12-03,14,12,2,4.09,0.0,16.48,3,4.8
DRV-0311,2024-09-23,28,10,18,4.15,1.0,14.06,2,6.9
DRV-0314,2024-04-26,10,8,2,4.81,5.0,12.8,1,4.2
DRV-0273,2025-08-16,33,24,9,2.64,0.0,17.38,3,5.4
DRV-0053,2025-03-31,20,15,5,3.12,3.0,8.48,0,7.6
DRV-0115,2025-11-16,5,4,1,2.51,3.0,6.6,3,5.3
DRV-0049,2024-06-04,14,14,0,4.5,1.0,17.81,2,1.1
DRV-0185,2025-09-25,9,4,5,,2.0,12.0,1,5.9
DRV-0045,2025-02-15,9,6,3,4.61,0.0,6.69,1,2.5
DRV-0177,2026-02-12,35,31,4,2.6,0.0,15.46,0,2.7
DRV-0211,2026-02-15,29,14,15,4.74,1.0,9.88,1,5.6
DRV-0218,2025-11-05,31,29,2,4.06,2.0,11.99,0,4.8
DRV-0298,2024-10-23,12,5,7,4.98,0.0,19.27,1,3.2
DRV-0463,2024-07-25,24,19,5,3.31,1.0,19.0,2,1.0
DRV-0080,2025-01-16,32,4,28,3.82,5.0,6.49,2,5.5
DRV-0372,2024-12-08,30,17,13,3.8,,12.88,3,3.9
DRV-0098,2024-10-07,18,6,12,4.09,5.0,14.17,2,6.8
DRV-0195,2025-09-09,13,7,6,4.77,0.0,18.75,1,2.1
DRV-0296,2025-02-08,39,23,16,3.54,5.0,19.39,3,4.6
DRV-0385,2025-09-13,30,16,14,4.54,1.0,18.6,0,7.1
DRV-0281,2025-11-11,6,3,3,2.92,5.0,7.96,0,4.0
DRV-0428,2024-04-25,35,25,10,2.74,5.0,17.16,1,4.9
DRV-0166,2025-11-20,38,25,13,4.93,0.0,9.38,3,7.0
DRV-0375,2025-06-20,9,6,3,3.99,0.0,13.69,0,5.2
DRV-0383,2024-09-15,33,27,6,3.69,3.0,14.56,1,4.3
DRV-0362,2026-03-26,19,10,9,4.93,,16.45,1,7.0
DRV-0184,2025-11-03,29,3,26,4.67,1.0,19.54,3,7.6
DRV-0105,2024-09-10,17,3,14,4.96,1.0,7.73,3,5.1
DRV-0308,2025-05-30,17,5,12,4.86,1.0,10.58,1,2.2
DRV-0260,2024-07-03,7,4,3,3.67,0.0,10.59,1,0.5
DRV-0007,2026-01-18,32,22,10,4.09,4.0,7.78,0,4.4
DRV-0218,2025-08-06,30,0,30,3.94,0.0,15.61,0,3.8
DRV-0024,2025-11-19,32,10,22,4.86,2.0,18.61,3,7.0
DRV-0478,2025-09-28,27,6,21,3.94,2.0,10.93,1,6.8
DRV-0347,2026-02-17,10,5,5,2.72,0.0,13.77,1,3.7
DRV-0120,2024-10-18,19,14,5,2.62,5.0,6.27,3,6.9
DRV-0157,2024-07-13,31,3,28,3.06,3.0,17.6,2,0.0
DRV-0358,2025-05-23,11,6,5,4.83,0.0,6.79,0,6.3
DRV-0205,2025-08-17,21,18,3,4.7,1.0,8.65,0,5.9
DRV-0197,2024-07-12,20,19,1,3.92,2.0,11.61,1,3.9
DRV-0188,2025-07-16,6,4,2,4.07,4.0,6.45,3,2.4
DRV-0233,2024-07-21,40,7,33,4.65,3.0,17.23,1,2.4
DRV-0001,2026-03-25,33,23,10,3.57,4.0,13.01,0,3.1
DRV-0115,2024-06-04,18,9,9,4.3,1.0,7.15,0,6.5
DRV-0391,2024-06-15,34,13,21,4.7,1.0,9.49,1,2.0
DRV-0171,2024-11-28,22,18,4,4.86,2.0,16.1,1,5.7
DRV-0286,2025-09-18,24,12,12,3.24,5.0,15.21,3,4.0
DRV-0165,2024-07-20,9,7,2,4.32,1.0,9.53,0,5.2
DRV-0077,2024-06-21,12,9,3,4.95,2.0,14.27,2,0.3
DRV-0058,2024-08-26,31,17,14,4.84,5.0,10.73,1,1.0
DRV-0052,2026-01-15,35,24,11,3.51,4.0,12.66,1,7.0
DRV-0073,2025-04-26,15,4,11,2.92,3.0,7.07,1,1.2
DRV-0487,2024-08-21,38,31,7,4.63,3.0,8.75,0,7.3
DRV-0242,2025-11-22,6,4,2,4.25,4.0,12.27,0,5.1
DRV-0230,2024-07-28,15,13,2,4.76,1.0,19.62,0,7.3
DRV-0243,2025-12-11,23,10,13,3.6,0.0,8.08,1,7.5
DRV-0496,2025-10-11,40,11,29,2.72,5.0,7.62,1,3.1
DRV-0102,2026-01-22,30,27,3,4.17,1.0,14.47,2,1.7
DRV-0241,2025-08-19,24,14,10,2.57,3.0,8.67,2,5.4
DRV-0456,2025-12-09,30,9,21,3.15,5.0,12.07,1,6.1
DRV-0280,2024-07-17,22,3,19,4.53,5.0,6.22,3,6.2
DRV-0072,2025-01-05,12,10,2,3.14,4.0,10.85,2,0.3
DRV-0045,2025-10-03,28,15,13,,4.0,17.1,3,1.8
DRV-0369,2026-03-20,21,8,13,4.17,1.0,18.73,1,6.9
DRV-0174,2025-03-21,11,8,3,3.78,1.0,8.19,0,4.7
DRV-0494,2025-06-10,28,6,22,4.62,3.0,12.74,3,1.4
DRV-0185,2025-04-19,29,12,17,3.82,1.0,16.84,2,7.7
DRV-0065,2024-10-10,33,13,20,4.54,5.0,7.01,2,7.3
DRV-0465,2025-07-17,7,6,1,3.45,5.0,15.81,0,4.0
DRV-0294,2025-08-29,33,23,10,2.95,2.0,17.7,0,3.8
DRV-0040,2024-12-25,36,19,17,2.51,5.0,18.39,3,3.2
DRV-0259,2025-04-20,12,11,1,2.8,3.0,17.11,2,1.7
DRV-0203,2024-10-29,21,12,9,3.95,1.0,8.72,0,4.0
DRV-0358,2024-07-13,18,9,9,3.47,2.0,8.46,2,2.2
DRV-0229,2025-02-03,19,5,14,2.94,4.0,11.11,3,8.0
DRV-0416,2024-07-16,5,4,1,4.51,4.0,9.75,3,4.7
DRV-0321,2024-05-24,38,14,24,4.26,3.0,7.16,2,7.0
DRV-0488,2025-03-13,17,15,2,2.82,0.0,10.02,3,6.7
DRV-0296,2025-09-16,10,6,4,3.82,4.0,17.17,0,6.9
DRV-0229,2025-05-03,15,11,4,3.21,5.0,9.7,0,4.8
DRV-0430,2025-05-30,7,6,1,4.18,4.0,8.63,3,4.2
DRV-0161,2025-12-11,6,4,2,2.69,4.0,19.52,2,4.2
DRV-0284,2024-06-10,38,3,35,3.17,3.0,9.34,2,2.0
DRV-0460,2024-09-27,39,3,36,4.86,5.0,10.26,2,1.3
DRV-0007,2025-10-17,32,4,28,4.92,2.0,6.45,1,0.7
DRV-0184,2025-06-13,27,22,5,2.93,2.0,15.28,3,4.0
DRV-0407,2025-10-06,34,8,26,3.33,3.0,15.82,0,5.1
DRV-0282,2024-12-16,35,23,12,2.77,5.0,15.6,2,1.1
DRV-0431,2025-01-25,32,16,16,3.67,0.0,11.42,3,3.8
DRV-0031,2026-03-01,36,32,4,3.21,2.0,10.97,0,3.9
DRV-0363,2024-04-26,28,21,7,4.21,2.0,18.05,2,2.4
DRV-0086,2026-01-29,38,33,5,2.84,2.0,7.7,1,4.8
DRV-0226,2025-08-30,23,12,11,3.96,0.0,12.12,0,6.6
DRV-0014,2025-02-27,11,9,2,4.62,2.0,8.22,1,7.6
DRV-0363,2025-06-05,11,7,4,4.35,4.0,6.8,0,6.3
DRV-0029,2024-06-21,23,12,11,4.98,3.0,13.62,0,6.0
DRV-0256,2025-07-13,6,3,3,,4.0,9.31,2,4.4
DRV-0145,2025-01-10,31,12,19,4.27,3.0,12.06,2,0.7
DRV-0183,2026-02-06,10,6,4,4.24,5.0,6.19,2,2.7
DRV-0296,2024-05-11,25,21,4,3.89,4.0,18.04,2,7.1
DRV-0229,2026-03-16,39,35,4,3.22,1.0,12.4,1,7.4
DRV-0456,2025-06-03,32,9,23,3.92,5.0,9.72,1,3.4
DRV-0322,2024-10-27,40,7,33,3.83,4.0,9.01,1,0.6
DRV-0229,2025-01-21,28,9,19,3.12,3.0,12.04,2,3.1
DRV-0318,2025-07-19,10,3,7,3.73,2.0,10.65,2,6.4
DRV-0335,2024-09-09,37,14,23,3.34,5.0,18.89,1,0.9
DRV-0296,2025-01-06,28,19,9,,1.0,17.18,3,5.2
DRV-0171,2025-11-11,36,2,34,3.21,5.0,9.45,1,3.9
DRV-0252,2024-06-17,38,30,8,3.34,1.0,6.86,0,6.2
DRV-0182,2025-05-05,12,9,3,4.38,3.0,12.54,0,6.9
DRV-0113,2025-02-10,5,4,1,4.75,1.0,16.05,0,0.7
DRV-0003,2025-04-20,7,4,3,4.44,5.0,12.6,3,6.6
DRV-0255,2024-09-29,14,6,8,4.08,5.0,7.34,0,1.6
DRV-0248,2025-11-14,29,3,26,2.79,4.0,9.28,1,1.6
DRV-0405,2024-04-28,6,3,3,3.34,3.0,8.81,2,5.3
DRV-0500,2025-11-18,33,29,4,4.38,4.0,17.72,0,0.4
DRV-0314,2026-01-07,21,16,5,4.89,3.0,19.05,1,2.3
DRV-0498,2025-07-07,30,28,2,3.81,2.0,9.69,0,5.8
DRV-0334,2026-02-16,35,6,29,4.83,3.0,8.08,2,0.2
DRV-0210,2024-08-07,22,18,4,4.67,3.0,9.89,3,3.5
DRV-0134,2025-05-28,24,6,18,2.99,5.0,18.36,0,7.2
DRV-0479,2024-09-26,14,8,6,3.42,1.0,7.16,2,6.3
DRV-0110,2025-09-08,34,4,30,2.55,1.0,17.92,2,5.0
DRV-0036,2024-10-16,12,5,7,3.71,4.0,10.35,2,3.4
DRV-0078,2024-09-17,27,23,4,3.47,1.0,6.68,2,4.4
DRV-0481,2024-08-07,13,10,3,4.32,5.0,17.69,3,3.8
DRV-0047,2025-09-06,30,4,26,2.98,3.0,19.72,3,4.4
DRV-0082,2026-02-10,27,16,11,4.29,0.0,18.21,0,1.7
DRV-0259,2024-05-18,14,8,6,,3.0,6.2,0,6.2
DRV-0333,2024-11-12,7,6,1,3.53,5.0,13.43,2,1.7
DRV-0198,2025-12-10,7,4,3,3.64,2.0,8.95,2,3.9
DRV-0098,2025-04-07,9,4,5,3.12,,10.14,3,0.7
DRV-0027,2024-08-23,28,26,2,4.88,0.0,15.5,3,7.2
DRV-0433,2024-11-18,26,20,6,2.5,0.0,7.4,1,3.4
DRV-0297,2024-12-13,21,11,10,3.68,0.0,14.0,0,3.0
DRV-0111,2024-06-05,17,6,11,3.88,3.0,6.06,0,8.0
DRV-0250,2024-10-07,7,5,2,3.93,3.0,19.31,2,7.1
DRV-0194,2025-02-15,6,5,1,3.7,1.0,9.84,2,3.5
DRV-0413,2024-09-14,30,10,20,3.49,2.0,19.34,3,5.3
DRV-0461,2024-07-01,31,10,21,4.31,2.0,15.71,2,6.9
DRV-0004,2024-07-07,34,1,33,3.05,4.0,17.77,1,0.1
DRV-0281,2024-10-23,20,11,9,3.36,0.0,17.21,2,6.6
DRV-0142,2025-02-02,39,20,19,3.25,3.0,9.63,3,4.6
DRV-0186,2024-07-22,25,12,13,4.29,2.0,8.5,1,1.0
DRV-0267,2026-03-30,29,11,18,2.94,5.0,11.72,0,2.1
DRV-0124,2024-08-17,12,0,12,3.43,3.0,17.46,1,3.0
DRV-0475,2026-02-18,6,3,3,2.71,3.0,10.73,0,6.2
DRV-0021,2025-02-18,14,3,11,4.1,5.0,9.74,2,2.1
DRV-0380,2025-09-24,39,8,31,4.99,0.0,11.68,2,7.5
DRV-0210,2025-04-01,6,4,2,,2.0,12.85,1,3.0
DRV-0114,2024-10-18,11,6,5,2.66,3.0,18.58,0,4.7
DRV-0437,2025-02-22,31,30,1,3.08,3.0,14.53,0,6.5
DRV-0459,2024-11-28,12,7,5,4.2,5.0,14.41,0,0.6
DRV-0216,2025-11-18,38,2,36,3.8,0.0,12.73,3,3.5
DRV-0039,2024-06-17,16,5,11,4.08,0.0,19.54,0,0.1
DRV-0295,2025-09-04,13,10,3,3.03,5.0,19.53,0,3.6
DRV-0384,2025-12-02,30,15,15,4.37,4.0,16.17,1,6.0
DRV-0276,2025-12-28,9,6,3,4.93,0.0,16.77,2,6.1
DRV-0236,2024-09-25,37,17,20,3.91,3.0,11.22,3,3.5
DRV-0267,2025-05-14,39,14,25,2.63,4.0,16.27,2,6.5
DRV-0181,2025-06-27,9,3,6,2.63,3.0,14.95,2,5.5
DRV-0150,2025-11-19,17,13,4,3.47,4.0,9.22,2,3.7
DRV-0371,2026-02-11,6,5,1,,2.0,19.37,2,1.6
DRV-0201,2024-09-13,31,30,1,3.39,5.0,15.08,3,3.0
DRV-0289,2025-12-03,35,32,3,2.75,1.0,15.88,1,0.5
DRV-0319,2024-11-05,23,22,1,3.75,4.0,7.25,1,7.6
DRV-0309,2025-05-31,34,21,13,3.65,5.0,16.46,1,2.3
DRV-0344,2025-03-09,21,18,3,4.44,3.0,15.45,2,7.8
DRV-0123,2024-11-10,8,6,2,2.86,1.0,16.43,1,5.4
DRV-0467,2024-11-08,25,24,1,2.69,4.0,6.75,1,3.5
DRV-0207,2025-10-17,37,4,33,4.34,2.0,7.02,0,7.5
DRV-0008,2024-06-23,13,3,10,3.18,2.0,6.8,3,2.3
DRV-0093,2025-09-14,5,4,1,4.36,5.0,6.23,2,7.4
DRV-0372,2024-12-15,28,25,3,4.8,4.0,19.41,0,5.1
DRV-0284,2025-07-09,38,23,15,2.53,2.0,15.25,3,6.3
DRV-0409,2024-06-08,22,19,3,2.89,2.0,12.69,2,0.8
DRV-0132,2025-03-27,35,14,21,4.16,0.0,13.19,1,2.1
DRV-0119,2026-04-13,25,24,1,5.0,,6.79,2,5.2
DRV-0179,2025-06-19,31,11,20,,4.0,16.03,2,4.0
DRV-0139,2025-02-19,9,7,2,3.68,1.0,8.52,3,1.1
DRV-0434,2024-10-18,39,17,22,3.15,3.0,13.15,1,3.6
DRV-0365,2024-12-20,23,6,17,4.35,2.0,19.15,3,4.5
DRV-0218,2024-09-10,24,10,14,3.27,5.0,8.67,3,2.8
DRV-0065,2025-01-21,36,11,25,3.4,2.0,6.03,2,6.6
DRV-0221,2024-04-27,16,15,1,,0.0,8.1,3,7.1
DRV-0004,2026-01-21,12,11,1,3.06,5.0,16.14,1,6.1
DRV-0179,2024-06-07,14,10,4,4.37,4.0,8.68,1,0.1
DRV-0059,2025-10-03,26,17,9,4.55,2.0,9.75,1,7.3
DRV-0356,2025-09-15,39,31,8,3.75,4.0,15.06,1,1.7
DRV-0444,2025-06-08,11,4,7,3.15,1.0,14.23,2,3.6
DRV-0237,2025-07-12,28,16,12,3.51,1.0,8.7,0,3.4
DRV-0411,2024-05-20,13,5,8,4.47,0.0,11.44,3,2.1
DRV-0482,2025-01-08,12,6,6,4.06,2.0,6.62,2,7.0
DRV-0060,2026-02-01,14,4,10,4.03,3.0,18.77,0,7.0
DRV-0169,2024-11-06,35,35,0,3.8,5.0,6.14,0,5.2
DRV-0203,2026-04-12,19,5,14,2.83,0.0,10.39,3,7.2
DRV-0483,2024-12-30,32,19,13,2.79,0.0,7.85,0,4.6
DRV-0081,2025-05-22,24,21,3,4.97,3.0,18.6,2,7.7
DRV-0250,2024-09-21,35,34,1,3.38,4.0,19.19,2,4.9
DRV-0446,2026-02-01,33,18,15,4.04,0.0,10.44,1,7.3
DRV-0078,2024-11-08,38,32,6,3.58,1.0,7.72,0,4.1
DRV-0322,2024-07-14,8,7,1,,3.0,6.0,3,5.9
DRV-0231,2025-02-08,28,16,12,3.41,0.0,10.12,0,4.1
DRV-0020,2024-06-03,40,36,4,4.08,2.0,19.3,3,7.1
DRV-0421,2025-12-26,16,3,13,3.36,0.0,18.58,2,4.6
DRV-0491,2025-03-26,19,12,7,3.48,3.0,16.77,0,3.4
DRV-0086,2026-03-05,5,3,2,3.19,3.0,19.63,1,1.7
DRV-0418,2024-08-13,10,7,3,3.33,5.0,13.28,1,7.3
DRV-0197,2024-08-19,14,10,4,,5.0,10.59,1,3.7
DRV-0090,2025-07-22,30,9,21,4.25,0.0,10.81,2,7.1
DRV-0140,2025-04-05,26,2,24,4.74,,19.01,0,7.2
DRV-0275,2024-12-25,16,8,8,2.68,4.0,16.73,0,6.6
DRV-0253,2025-07-19,10,6,4,4.26,2.0,12.98,0,7.3
DRV-0333,2024-04-29,8,3,5,4.76,1.0,9.95,1,6.9
DRV-0201,2024-07-12,20,7,13,3.08,4.0,6.77,1,0.0
DRV-0236,2025-10-01,34,14,20,4.09,1.0,19.05,0,3.0
DRV-0466,2024-12-03,30,7,23,2.85,4.0,18.61,1,6.0
DRV-0085,2024-12-31,23,21,2,4.11,3.0,16.38,3,1.9
DRV-0254,2025-01-27,33,28,5,4.75,5.0,18.61,3,6.5
DRV-0124,2025-04-22,29,14,15,3.35,4.0,8.58,0,3.3
DRV-0330,2024-07-13,17,14,3,2.89,4.0,7.83,2,0.2
DRV-0069,2026-02-26,20,6,14,3.69,3.0,14.79,0,5.6
DRV-0317,2024-12-18,10,6,4,2.56,0.0,9.08,1,7.1
DRV-0480,2024-12-29,39,35,4,3.54,1.0,6.95,1,2.2
DRV-0466,2025-08-11,6,4,2,4.63,3.0,17.87,2,5.7
DRV-0098,2024-10-29,21,11,10,3.37,4.0,19.01,1,7.1
DRV-0106,2025-02-26,20,5,15,3.09,2.0,17.81,1,0.4
DRV-0147,2026-03-22,29,24,5,4.75,5.0,11.96,3,7.4
DRV-0009,2024-10-03,27,22,5,3.52,2.0,11.06,2,4.6
DRV-0143,2025-07-03,36,31,5,3.05,2.0,7.31,2,5.2
DRV-0224,2025-03-05,23,18,5,4.39,5.0,13.06,0,6.2
DRV-0206,2025-10-28,38,36,2,2.89,4.0,7.5,2,1.4
DRV-0406,2025-03-14,9,9,0,4.6,2.0,10.68,1,2.8
DRV-0426,2025-10-04,38,18,20,3.17,2.0,6.26,0,1.4
DRV-0109,2024-12-10,34,31,3,4.69,0.0,18.36,0,3.6
DRV-0303,2025-07-15,21,10,11,4.99,4.0,9.36,2,4.6
DRV-0494,2025-09-22,16,6,10,2.73,,11.36,0,2.8
DRV-0003,2024-08-09,31,28,3,4.85,3.0,11.15,0,2.1
DRV-0076,2025-12-01,29,26,3,4.94,5.0,17.38,2,1.5
DRV-0449,2026-03-25,17,6,11,4.15,0.0,17.94,2,3.3
DRV-0368,2025-04-03,34,3,31,4.76,4.0,17.26,3,0.4
DRV-0456,2024-09-05,36,4,32,3.14,3.0,9.78,0,5.6
DRV-0499,2024-12-30,31,14,17,4.73,0.0,15.81,3,1.7
DRV-0182,2025-08-25,6,3,3,4.09,2.0,16.31,3,4.3
DRV-0082,2025-09-28,35,18,17,4.87,3.0,8.42,3,1.2
DRV-0468,2026-01-24,25,5,20,3.01,0.0,13.96,1,5.7
DRV-0147,2025-02-15,30,11,19,4.82,1.0,6.95,3,4.6
DRV-0140,2024-07-24,37,5,32,2.87,1.0,19.08,0,1.6
DRV-0475,2026-01-28,16,12,4,4.97,5.0,7.69,3,1.3
DRV-0481,2025-04-11,35,30,5,3.28,3.0,12.99,1,2.2
DRV-0483,2026-02-20,29,12,17,3.13,3.0,18.15,0,2.6
DRV-0366,2024-12-25,5,3,2,4.27,5.0,18.75,1,3.1
DRV-0398,2025-07-07,13,10,3,3.48,,12.83,0,4.6
DRV-0265,2024-05-26,19,10,9,3.13,5.0,11.57,0,5.8
DRV-0168,2024-10-23,18,10,8,4.71,5.0,8.37,0,5.1
DRV-0047,2025-04-08,19,15,4,3.7,4.0,16.79,1,3.4
DRV-0019,2026-01-06,5,3,2,4.14,4.0,13.25,1,1.0
DRV-0241,2025-11-15,7,5,2,2.71,0.0,12.35,3,2.0
DRV-0042,2025-04-05,12,3,9,4.46,0.0,8.46,3,4.5
DRV-0423,2025-07-02,24,18,6,4.75,3.0,6.55,2,0.9
DRV-0116,2026-03-03,28,26,2,,3.0,13.58,3,6.8
DRV-0248,2025-08-13,26,18,8,3.45,4.0,13.33,0,7.1
